airfoil,re,alpha_deg,cl,cd,cm,confidence
ag35,50000.0,13.0,0.8653240843666573,0.18643163091758108,-0.07923389404994671,0.8120566114480605
ag35,50000.0,13.25,0.8704474210023283,0.18991643048835458,-0.08128916592639736,0.8177919378693296
ag35,50000.0,13.5,0.8755492365921147,0.19338995025184066,-0.08347531012213188,0.8226869641856791
ag35,50000.0,13.75,0.8805665266947884,0.1968753578978794,-0.08581771491206334,0.8268854954946604
ag35,50000.0,14.0,0.8854472632061726,0.20039192768729025,-0.08833866654180245,0.8305470418893561
ag35,50000.0,14.25,0.8901457792888331,0.20395644807905405,-0.09105840395347811,0.833824319068967
ag35,50000.0,14.5,0.8946192833888759,0.20758469341768682,-0.09399593614239608,0.8368497185365131
ag35,50000.0,14.75,0.8988254747208033,0.21129290349642413,-0.09716949598489429,0.8397288496083749
ag35,50000.0,15.0,0.9027212109519085,0.21509915017984707,-0.10059654773421402,0.8425388972108299
ag35,50000.0,15.25,0.9062621693643662,0.2190244707568026,-0.10429331860966233,0.8453299281244526
ag35,50000.0,15.5,0.9094034347708418,0.22309367378273567,-0.10827387314629984,0.8481278185770309
ag35,50000.0,15.75,0.9121009394713402,0.22733574999630426,-0.11254879068510652,0.8509379245270308
ag35,50000.0,16.0,0.9143136659751671,0.2317838410824911,-0.11712354738125279,0.8537489254178551
ag35,100000.0,-6.0,-0.3243751544912373,0.02825011787765071,-0.0380194142969722,0.8258924615183465
ag35,100000.0,-5.75,-0.30187963434508314,0.025708019776679275,-0.03697155851989967,0.9158738382733991
ag35,100000.0,-5.5,-0.27959172014938427,0.02369460055099671,-0.03568300997589299,0.951704665531771
ag35,100000.0,-5.25,-0.25706683218426724,0.022099952237071247,-0.034380870098954575,0.9650027627542425
ag35,100000.0,-5.0,-0.23441310461890977,0.020776919366278734,-0.03328965436293,0.96815440529664
ag35,100000.0,-4.75,-0.21219476986227914,0.01962003596094423,-0.03244287374703186,0.9654284202691422
ag35,100000.0,-4.5,-0.19094292679104866,0.018598833935478717,-0.03173295211817216,0.9584596111543252
ag35,100000.0,-4.25,-0.1706093123141859,0.017673916721906432,-0.031191699862628836,0.9492126109850175
ag35,100000.0,-4.0,-0.15009928919555807,0.016709043244386785,-0.031037584888829326,0.9428233786246145
ag35,100000.0,-3.75,-0.12945835567515068,0.015225729200536034,-0.03020947435669259,0.9403121738642578
ag35,100000.0,-3.5,-0.10517345856795947,0.01343700098512761,-0.028336985525195785,0.9330692629839981
ag35,100000.0,-3.25,-0.0512925712143159,0.012864906942041282,-0.03258267676414721,0.934740102091898
ag35,100000.0,-3.0,-0.006461925622081303,0.012911645904225362,-0.035882485963755,0.9422681368899547
ag35,100000.0,-2.75,0.031784932522761135,0.013059312039026334,-0.038474310829679295,0.9484794983866589
ag35,100000.0,-2.5,0.07286667297309228,0.013159387475927946,-0.04160934795655563,0.9535804870937266
ag35,100000.0,-2.25,0.11813320514938802,0.013212341017122469,-0.04536237471619098,0.9577872004815198
ag35,100000.0,-2.0,0.1662059068460559,0.013225309085572267,-0.049449469940159,0.9611498972849232
ag35,100000.0,-1.75,0.21473013714629616,0.013196665085913793,-0.05340545141397928,0.9638621376106986
ag35,100000.0,-1.5,0.26151428851109315,0.013131454535061754,-0.05681516971079567,0.9661541410672636
ag35,100000.0,-1.25,0.30485705114913286,0.013048801391846157,-0.05938015541328149,0.9682392432855033
ag35,100000.0,-1.0,0.3435083077875268,0.012977017117647366,-0.06089150882314582,0.9703050023522493
ag35,100000.0,-0.75,0.3769177258276286,0.012939707190634243,-0.06126773598637591,0.9724876497924891
ag35,100000.0,-0.5,0.4056410482372498,0.012947365769794226,-0.060644488580025295,0.9748251416453947
ag35,100000.0,-0.25,0.4312235632166663,0.013001644815903159,-0.05936511535895959,0.9772362962880204
ag35,100000.0,0.0,0.45545817993798604,0.01310200412590889,-0.057833981587239576,0.9795604080731165
ag35,100000.0,0.25,0.4796053552814227,0.013245775769867463,-0.0563476484789065,0.9816323290292261
ag35,100000.0,0.5,0.5041415017774695,0.013424648063367699,-0.0550308618894873,0.983342313059745
ag35,100000.0,0.75,0.5290084780531751,0.013624402778109218,-0.053882787884640466,0.9846551121328573
ag35,100000.0,1.0,0.5539811947066935,0.013829844556219268,-0.05285450784451911,0.9855968129402753
ag35,100000.0,1.25,0.5788893790250005,0.014031255106669855,-0.051898824517198405,0.9862302946301479
ag35,100000.0,1.5,0.6036662214685893,0.014227699295458774,-0.050984935740447324,0.9866330679120952
ag35,100000.0,1.75,0.628309807943524,0.014425773031929455,-0.05009572476773223,0.9868810431349769
ag35,100000.0,2.0,0.6528332951125395,0.014635699754490455,-0.04922339706666261,0.9870380807712641
ag35,100000.0,2.25,0.6772399768531208,0.014866996616485814,-0.04836866914949749,0.9871510094610847
ag35,100000.0,2.5,0.7015442801519034,0.015124777301295458,-0.04753959281341106,0.9872466906708784
ag35,100000.0,2.75,0.7258272932232249,0.015407609866676211,-0.04674470924403089,0.9873284361313713
ag35,100000.0,3.0,0.7502441220998084,0.015708148530200163,-0.04598532850878832,0.9873802735065011
ag35,100000.0,3.25,0.774929857708035,0.0160173995064116,-0.04525444475809405,0.987383401727721
ag35,100000.0,3.5,0.7998862985695699,0.016331655501341538,-0.04453796340557825,0.9873263875738894
ag35,100000.0,3.75,0.8249474265156509,0.01665766444633878,-0.04381244774775866,0.9871936075625298
ag35,100000.0,4.0,0.8498246487880111,0.017010931278944305,-0.043042633393495545,0.9869462684456214
ag35,100000.0,4.25,0.8741984564345087,0.017408536610119103,-0.04218435386188449,0.9865243801723909
ag35,100000.0,4.5,0.8978572459198265,0.017865329790884593,-0.04119608637379221,0.9858793117848732
ag35,100000.0,4.75,0.9207958155008779,0.018395962412065196,-0.04006455804077886,0.9850176391895135
ag35,100000.0,5.0,0.9430797547662656,0.01900851009837989,-0.038838445636823316,0.9840158582731726
ag35,100000.0,5.25,0.9646886455368796,0.019690483060798313,-0.03760472423875508,0.9829931147356404
ag35,100000.0,5.5,0.9856642896369776,0.02041982963184526,-0.0363892067767287,0.9820842787681924
ag35,100000.0,5.75,1.0060510396567197,0.02118929449760923,-0.0351562838395468,0.9814093673777183
ag35,100000.0,6.0,1.0257477649265627,0.022010697618364897,-0.03387992681513039,0.9810328639960947
ag35,100000.0,6.25,1.0445595265297485,0.022918936763069463,-0.03256850336112225,0.980972259452528
ag35,100000.0,6.5,1.0622792260009184,0.02397886296684252,-0.03126103163101237,0.9812303250978864
ag35,100000.0,6.75,1.0789821209051595,0.025247302713608546,-0.029978721639249598,0.9817532424218673
ag35,100000.0,7.0,1.095165280615723,0.02671452416962443,-0.028718974675563606,0.9823690171433715
ag35,100000.0,7.25,1.111431786443552,0.028327088370462297,-0.027481459996801134,0.9828370853962207
ag35,100000.0,7.5,1.1281910793980852,0.030058427665834848,-0.02625527428063524,0.9829492502777917
ag35,100000.0,7.75,1.1455795443100567,0.03192186755773948,-0.025032248596026197,0.9825624836905421
ag35,100000.0,8.0,1.163454260947733,0.03394082717394709,-0.023816653199731877,0.9815734369990587
ag35,100000.0,8.25,1.181396758294059,0.03612926683567449,-0.022611318077559842,0.9798864482429727
ag35,100000.0,8.5,1.1987327361730906,0.03849183690179768,-0.021400976018391735,0.9773939229701186
ag35,100000.0,8.75,1.214574209963125,0.04103320847938293,-0.020141545134021582,0.9739643866996553
ag35,100000.0,9.0,1.2278866796577665,0.04376816520430135,-0.018759054596990274,0.9694287275793846
ag35,100000.0,9.25,1.237585096686575,0.046728051616390966,-0.017162496567401413,0.9635578326456729
ag35,100000.0,9.5,1.2426602662928965,0.04996132615501759,-0.015272430213468483,0.9560236667656455
