prop,diameter_in,pitch_in,kv,r_ohm,i0_a,prop_rpm,motor_rpm,voltage_v,p_bus_w,p_shaft_w,idle_w,efficiency,climb_ms,climb_ok,duty
16x12E,16.0,12.0,240.0,0.11381770833333335,0.608780487804878,2365.1882100881344,2365.1882100881344,10.22620122522088,70.22273807976508,60.57833315753119,12.451023540561618,0.7446407226435103,4.690620515277094,True,0.46063969482976935
16x12E,16.0,12.0,660.0,0.015050275482093664,1.6741463414634148,2365.1882100881344,2365.1882100881344,3.718618627353047,70.22273807976508,60.57833315753119,12.451023540561618,0.7446407226435103,34.41056911935561,True,0.1675053435744616
16x12E,16.0,12.0,480.0,0.028454427083333338,1.217560975609756,2365.1882100881344,2365.1882100881344,5.11310061261044,70.22273807976508,60.57833315753119,12.451023540561618,0.7446407226435103,19.79700291864392,True,0.23031984741488468
16x12E,16.0,12.0,180.0,0.20234259259259257,0.45658536585365855,2365.1882100881344,2365.1882100881344,13.634934966961174,70.2227380797651,60.57833315753119,12.451023540561618,0.7446407226435101,2.2600601688932667,True,0.6141862597730259
16x12E,16.0,12.0,900.0,0.008093703703703702,2.282926829268293,2365.1882100881344,2365.1882100881344,2.726986993392235,70.2227380797651,60.57833315753119,12.45102354056162,0.7446407226435101,43.78658805447263,True,0.12283725195460518
16x12E,16.0,12.0,860.0,0.008864115738236884,2.1814634146341465,2365.1882100881344,2365.1882100881344,2.8538235977360595,70.2227380797651,60.57833315753119,12.451023540561618,0.7446407226435101,43.78658805447263,True,0.12855061251063332
16x12E,16.0,12.0,840.0,0.00929124149659864,2.1307317073170733,2365.1882100881344,2365.1882100881344,2.921771778634537,70.2227380797651,60.57833315753119,12.451023540561618,0.7446407226435101,43.78658805447263,True,0.1316113413799341
16x12E,16.0,12.0,820.0,0.00975,2.08,2365.1882100881344,2365.1882100881344,2.9930345049426967,70.2227380797651,60.57833315753119,12.45102354056162,0.7446407226435101,43.78658805447263,True,0.13482137409651787
16x12E,16.0,12.0,780.0,0.010775641025641026,1.9785365853658536,2365.1882100881344,2365.1882100881344,3.1465234539141167,70.2227380797651,60.57833315753119,12.451023540561616,0.7446407226435101,42.5545706685467,True,0.14173529071685212
16x12E,16.0,12.0,740.0,0.011972059897735574,1.8770731707317074,2365.1882100881344,2365.1882100881344,3.3166058027743395,70.2227380797651,60.57833315753119,12.451023540561618,0.7446407226435101,40.027345514791506,True,0.1493966577826279
16x12E,16.0,12.0,720.0,0.012646412037037036,1.8263414634146342,2365.1882100881344,2365.1882100881344,3.4087337417402934,70.2227380797651,60.57833315753119,12.451023540561618,0.7446407226435101,38.71710637204946,True,0.15354656494325647
16x12E,16.0,12.0,700.0,0.013379387755102041,1.775609756097561,2365.1882100881344,2365.1882100881344,3.5061261343614447,70.2227380797651,60.57833315753119,12.451023540561618,0.7446407226435101,37.317618062733324,True,0.15793360965592093
16x12E,16.0,12.0,620.0,0.017054890738813736,1.5726829268292684,2365.1882100881344,2365.1882100881344,3.958529506537115,70.2227380797651,60.57833315753119,12.451023540561618,0.7446407226435101,31.309782455069488,True,0.17831213993410427
