span_m,chord_m,tail_arm_m,elevator_frac,n_packs,cells_per_string,string_plan,n_strings,n_cells,prop,mass_kg,wing_area_m2,aspect_ratio,static_margin,v_stall,v_night,v_day,p_night_w,p_day_w,climb_ms,soc_min,soc_end,margin_wh,unmet_wh,spilled_wh,solar_wh,propulsion_wh,battery_night_h,closed,reason
5.5,0.36,1.3,0.28,2,mixed,29+29+16+8+3,5,85,19x10E,11.429240965526864,1.98,15.277777777777779,0.3008391608391608,9.101742586187383,10.92209110342486,11.103142574361653,102.59754787241243,105.56429094769142,2.6879957781766093,0.008836905364362628,0.7207337763870825,-356.343757226264,356.343757226264,0.249280684401081,1870.912277713755,2369.536293794623,14.833333333333334,False,"SOC floor violated (min 0.009, unmet 356 Wh); did not refill (end SOC 0.721)"
5.5,0.36,1.3,0.34,2,mixed,29+29+16+8+3,5,85,19x10E,11.429240965526864,1.98,15.277777777777779,0.3008391608391608,9.101742586187383,10.92209110342486,11.103142574361653,102.59754787241243,105.56429094769142,2.6879957781766093,0.008836905364362628,0.7207337763870825,-356.343757226264,356.343757226264,0.249280684401081,1870.912277713755,2369.536293794623,14.833333333333334,False,"SOC floor violated (min 0.009, unmet 356 Wh); did not refill (end SOC 0.721)"
5.5,0.36,1.3,0.28,2,mixed,29+29+16+8+3+3,6,88,19x10E,11.561240965526864,1.98,15.277777777777779,0.3008391608391608,9.15415118390025,10.9849814206803,11.167075401182245,104.57871764441158,107.668574851444,2.6530236427388116,0.00960873051034759,0.7615403076362841,-379.22547488656943,379.22547488656943,0.43944086330795074,1936.9444757507104,2418.470402630912,14.75,False,"SOC floor violated (min 0.010, unmet 379 Wh); did not refill (end SOC 0.762)"
5.5,0.36,1.3,0.34,2,mixed,29+29+16+8+3+3,6,88,19x10E,11.561240965526864,1.98,15.277777777777779,0.3008391608391608,9.15415118390025,10.9849814206803,11.167075401182245,104.57871764441158,107.668574851444,2.6530236427388116,0.00960873051034759,0.7615403076362841,-379.22547488656943,379.22547488656943,0.43944086330795074,1936.9444757507104,2418.470402630912,14.75,False,"SOC floor violated (min 0.010, unmet 379 Wh); did not refill (end SOC 0.762)"
5.5,0.36,1.6,0.28,2,mixed,29+29+14+7+5,5,84,19x10E,11.580404117008314,1.98,15.277777777777779,0.3008391608391608,9.161734701724102,10.994081642068922,11.176326473580316,104.06925303122604,107.12182206072588,2.6513884317261645,0.00971594730429333,0.6872444559387623,-381.7839499990223,381.7839499990223,0.35269807419974697,1848.9015450347686,2405.389574767388,14.916666666666668,False,"SOC floor violated (min 0.010, unmet 382 Wh); did not refill (end SOC 0.687)"
5.5,0.36,1.6,0.34,2,mixed,29+29+14+7+5,5,84,19x10E,11.580404117008314,1.98,15.277777777777779,0.3008391608391608,9.161734701724102,10.994081642068922,11.176326473580316,104.06925303122604,107.12182206072588,2.6513884317261645,0.00971594730429333,0.6872444559387623,-381.7839499990223,381.7839499990223,0.35269807419974697,1848.9015450347686,2405.389574767388,14.916666666666668,False,"SOC floor violated (min 0.010, unmet 382 Wh); did not refill (end SOC 0.687)"
6.0,0.36,1.3,0.34,2,mixed,29+29+16+8+7,5,89,18x10E,11.809312455853602,2.16,16.666666666666668,0.3046153846153847,8.857963378340937,10.629556054009123,10.805758279458422,105.95940719538795,108.84104096725864,2.1222701526220056,0.005435653610533173,0.766342903514489,-393.24190474590284,393.24190474590284,0.4529412455799289,1958.9552084296947,2449.6808850791263,14.75,False,"SOC floor violated (min 0.005, unmet 393 Wh); did not refill (end SOC 0.766)"
5.5,0.36,1.6,0.28,2,mixed,29+29+14+7+5+5,6,89,19x10E,11.728404117008314,1.98,15.277777777777779,0.3008391608391608,9.220093283067765,11.064111939681318,11.247517637575607,106.3350707320943,109.50322269631924,2.612485357896308,0.0014662135158430584,0.75623798352341,-394.7861703976019,394.7861703976019,0.346744839311525,1958.9552084296947,2461.083090575659,14.833333333333334,False,"SOC floor violated (min 0.001, unmet 395 Wh); did not refill (end SOC 0.756)"
5.5,0.36,1.6,0.34,2,mixed,29+29+14+7+5+5,6,89,19x10E,11.728404117008314,1.98,15.277777777777779,0.3008391608391608,9.220093283067765,11.064111939681318,11.247517637575607,106.3350707320943,109.50322269631924,2.612485357896308,0.0014662135158430584,0.75623798352341,-394.7861703976019,394.7861703976019,0.346744839311525,1958.9552084296947,2461.083090575659,14.833333333333334,False,"SOC floor violated (min 0.001, unmet 395 Wh); did not refill (end SOC 0.756)"
6.0,0.36,1.6,0.34,2,mixed,29+29+16+9+9,5,92,18x10E,11.98274749283171,2.16,16.666666666666668,0.3046153846153847,8.922771625458001,10.7073259505496,10.88481733885516,107.57636907484414,110.54391508508674,2.090200552380598,0.0013946860407053306,0.8066254410028342,-406.1761703736957,406.1761703736957,0.2165612732788548,2024.9874064666515,2489.5299538918607,14.666666666666668,False,"SOC floor violated (min 0.001, unmet 406 Wh); did not refill (end SOC 0.807)"
5.5,0.4,1.3,0.28,2,mixed,29+29+18+9+3,5,88,17x10E,11.897203243280494,2.2,13.75,0.2958041958041958,8.80966814825551,10.571601777906611,10.74684331672218,105.16075778806531,130.80891708922223,1.627678843510889,0.006132049889185242,0.5521716899223412,-413.28214753501834,395.9266108032075,0.12795775247813168,1936.9444757507101,2638.966313840824,14.833333333333334,False,"SOC floor violated (min 0.006, unmet 396 Wh); did not refill (end SOC 0.552)"
5.5,0.4,1.3,0.34,2,mixed,29+29+18+9+3,5,88,17x10E,11.897203243280494,2.2,13.75,0.2958041958041958,8.80966814825551,10.571601777906611,10.74684331672218,105.16075778806531,130.80891708922223,1.627678843510889,0.006132049889185242,0.5521716899223412,-413.28214753501834,395.9266108032075,0.12795775247813168,1936.9444757507101,2638.966313840824,14.833333333333334,False,"SOC floor violated (min 0.006, unmet 396 Wh); did not refill (end SOC 0.552)"
6.0,0.36,1.3,0.34,2,mixed,29+29+16+8+7+7,6,96,18x10E,11.973312455853602,2.16,16.666666666666668,0.3046153846153847,8.919258104930014,10.703109725916017,10.880531223422786,108.32444714791828,111.3434910088888,2.0887008027487677,0.007774488408647315,0.8861258874333791,-414.372755535353,414.372755535353,0.17636614351991278,2113.0303371825926,2508.4676482292557,14.5,False,"SOC floor violated (min 0.008, unmet 414 Wh); did not refill (end SOC 0.886)"
5.0,0.36,1.3,0.28,2,mixed,29+29+16+8+1,5,83,19x10E,11.050131418422609,1.7999999999999998,13.88888888888889,0.29630769230769227,9.386332148224295,11.263598577869153,11.450311092098715,109.65274397710752,113.06863566947487,2.7685055225995545,0.004970708786627793,0.6090605645433034,-464.59105336605774,464.59105336605774,0.42094302636733616,1826.890812355782,2541.839565399824,15.166666666666666,False,"SOC floor violated (min 0.005, unmet 465 Wh); did not refill (end SOC 0.609)"
5.0,0.36,1.3,0.34,2,mixed,29+29+16+8+1,5,83,19x10E,11.050131418422609,1.7999999999999998,13.88888888888889,0.29630769230769227,9.386332148224295,11.263598577869153,11.450311092098715,109.65274397710752,113.06863566947487,2.7685055225995545,0.004970708786627793,0.6090605645433034,-464.59105336605774,464.59105336605774,0.42094302636733616,1826.890812355782,2541.839565399824,15.166666666666666,False,"SOC floor violated (min 0.005, unmet 465 Wh); did not refill (end SOC 0.609)"
5.0,0.36,1.3,0.28,2,mixed,29+29+16+8+1+1,6,84,19x10E,11.166131418422609,1.7999999999999998,13.88888888888889,0.29630769230769227,9.435470565700019,11.322564678840022,11.510254652350511,111.67608600979818,115.22875703641743,2.733924592676816,0.00530038587764637,0.6096665449032677,-492.61290238104164,492.61290238104164,0.30724015950114847,1848.9015450347683,2591.311935718064,15.25,False,"SOC floor violated (min 0.005, unmet 493 Wh); did not refill (end SOC 0.610)"
5.0,0.36,1.3,0.34,2,mixed,29+29+16+8+1+1,6,84,19x10E,11.166131418422609,1.7999999999999998,13.88888888888889,0.29630769230769227,9.435470565700019,11.322564678840022,11.510254652350511,111.67608600979818,115.22875703641743,2.733924592676816,0.00530038587764637,0.6096665449032677,-492.61290238104164,492.61290238104164,0.30724015950114847,1848.9015450347683,2591.311935718064,15.25,False,"SOC floor violated (min 0.005, unmet 493 Wh); did not refill (end SOC 0.610)"
5.0,0.36,1.6,0.28,2,mixed,29+29+14+7+1,5,80,19x10E,11.194632181050316,1.7999999999999998,13.88888888888889,0.29630769230769227,9.447504578055215,11.337005493666258,11.524934847231451,111.3879766743623,114.91793401576527,2.7288678172909124,0.0013767034014605262,0.5319627696110111,-497.0117751640621,497.0117751640621,0.1579769953239302,1760.8586143188277,2583.316077586635,15.5,False,"SOC floor violated (min 0.001, unmet 497 Wh); did not refill (end SOC 0.532)"
5.0,0.4,1.3,0.28,2,mixed,28+28+18+9,4,83,19x10E,11.37603447996548,2.0,12.5,0.2907692307692307,9.035015486109504,10.842018583331404,11.021742721671606,112.09802403456655,115.28900976123683,2.6559529427906816,0.008967447486464178,0.5936597295141761,-505.5915989901727,505.5915989901727,0.1842472350614071,1826.890812355782,2598.007786460731,15.333333333333332,False,"SOC floor violated (min 0.009, unmet 506 Wh); did not refill (end SOC 0.594)"
5.0,0.4,1.3,0.34,2,mixed,28+28+18+9,4,83,19x10E,11.37603447996548,2.0,12.5,0.2907692307692307,9.035015486109504,10.842018583331404,11.021742721671606,112.09802403456655,115.28900976123683,2.6559529427906816,0.008967447486464178,0.5936597295141761,-505.5915989901727,505.5915989901727,0.1842472350614071,1826.890812355782,2598.007786460731,15.333333333333332,False,"SOC floor violated (min 0.009, unmet 506 Wh); did not refill (end SOC 0.594)"
5.0,0.4,1.3,0.28,2,mixed,28+28+18,3,74,19x10E,11.196034479965478,2.0,12.5,0.2907692307692307,8.963251140874236,10.755901369049083,10.934197974129292,109.15572654570008,112.17403033006806,2.7050432299658045,0.0038820476414684058,0.44498466038465934,-516.8248180684191,485.7905086875846,0.19121471486769318,1628.7942182449153,2524.63844331784,15.75,False,"SOC floor violated (min 0.004, unmet 486 Wh); did not refill (end SOC 0.445)"
