span_m,chord_m,tail_arm_m,elevator_frac,taper_ratio,taper_start_frac,tip_chord_m,y_taper_m,boom_spacing_m,boom_spacing_set_m,hstab_chord_m,tail_volume_h,incidence_wing_deg,incidence_hstab_deg,n_packs,cells_per_string,one_string_per_bay,string_plan,n_strings,n_cells,inboard_cells,outboard_cells,hstab_cells,motor,prop,mass_kg,wing_area_m2,aspect_ratio,static_margin,v_stall,v_night,v_day,p_night_w,p_day_w,climb_ms,soc_min,soc_end,margin_wh,unmet_wh,spilled_wh,solar_wh,propulsion_wh,battery_night_h,closed,reason
6.0,0.36,1.1,0.34,0.4,0.0,0.144,0.78,1.56,1.56,0.21885521885521886,0.7490191306399991,5.07130684333718,0.2870159747034391,2,one_per_bay,True,24+24+24+12,4,84,24,24,12,A40-10L-V2-kv1100-6.7PG,MJ-21x14EL,10.594961383951514,1.6804799999999998,21.422450728363327,0.5302978245413436,8.993873357798302,10.792648029357961,10.97155377025639,103.14248782742344,106.09247046024842,6.923508356852035,0.00593284232294509,0.6070656798241041,-361.18654913229386,361.18654913229386,0.1842145296232343,1767.921421645739,2381.969551553585,15.0,False,"SOC floor violated (min 0.006, unmet 361 Wh); did not refill (end SOC 0.607); FLAG MJ-21x14EL: thrust table 1.91 N vs similarity 0.00 N (100%) at 1606 rpm, 10.79 m/s; FLAG MJ-21x14EL: thrust table 1.92 N vs similarity 0.00 N (100%) at 1648 rpm, 10.97 m/s"
6.0,0.3,0.9,0.34,0.4,0.5,0.12,1.9225,1.69,1.69,0.21885521885521889,0.7448552438080392,5.035830690955846,0.2313245373697752,2,one_per_bay,True,26+26+26+13,4,91,26,26,13,A40-10L-V2-kv1100-6.7PG,MJ-21x14EL,10.397171430114478,1.60605,22.41524236480807,0.5388366919145545,9.113639057392902,10.936366868871483,11.117654983900364,104.49533374373173,107.77053143517747,7.115106297148459,0.009957331164092954,0.7271427867144378,-366.82218065697936,366.82218065697936,0.14136503116418334,1915.2482067828832,2418.1835884954276,14.75,False,"SOC floor violated (min 0.010, unmet 367 Wh); did not refill (end SOC 0.727); FLAG MJ-21x14EL: thrust table 1.90 N vs similarity 0.00 N (100%) at 1625 rpm, 10.94 m/s; FLAG MJ-21x14EL: thrust table 1.91 N vs similarity 0.00 N (100%) at 1670 rpm, 11.12 m/s"
6.0,0.3,1.0,0.34,0.4,0.5,0.12,1.9225,1.69,1.69,0.21885521885521889,0.827616937564488,5.035630776509994,0.3548893176932528,2,one_per_bay,True,26+26+26+13,4,91,26,26,13,A40-10L-V2-kv1100-6.7PG,MJ-21x14EL,10.461787544914477,1.60605,22.41524236480807,0.5987074354606161,9.141914816412827,10.970297779695391,11.15214835490307,104.89969496527718,108.23547600100137,7.084849495180927,0.005615031025724457,0.7184871790547203,-368.7125651775943,368.7125651775943,0.10261965067885843,1915.2482067828832,2428.448653747111,14.75,False,"SOC floor violated (min 0.006, unmet 369 Wh); did not refill (end SOC 0.718); FLAG MJ-21x14EL: thrust table 1.90 N vs similarity 0.00 N (100%) at 1630 rpm, 10.97 m/s; FLAG MJ-21x14EL: thrust table 1.91 N vs similarity 0.00 N (100%) at 1676 rpm, 11.15 m/s"
6.0,0.3,1.1,0.34,0.4,0.5,0.12,1.89,1.56,1.56,0.21885521885521886,0.8456629997918372,5.032937116341314,0.3546000502681894,2,one_per_bay,True,26+26+24+12,4,88,24,26,12,A40-10L-V2-kv1100-6.7PG,MJ-21x14EL,10.469309627151514,1.6001999999999998,22.49718785151856,0.6016659519433091,9.161901999602668,10.9942823995232,11.17653055891678,104.44691532483844,107.78066533959591,7.0932935006449584,0.006498500274869885,0.6669658427794665,-370.31383132132476,370.31383132132476,0.15877233117247513,1852.1081560098207,2417.0075304301595,14.916666666666668,False,"SOC floor violated (min 0.006, unmet 370 Wh); did not refill (end SOC 0.667); FLAG MJ-21x14EL: thrust table 1.88 N vs similarity 0.00 N (100%) at 1630 rpm, 10.99 m/s; FLAG MJ-21x14EL: thrust table 1.89 N vs similarity 0.00 N (100%) at 1675 rpm, 11.18 m/s"
6.0,0.36,1.1,0.34,0.4,0.0,0.144,0.845,1.69,1.69,0.21885521885521889,0.7985574329310042,5.078033325388152,0.3970648367476193,2,one_per_bay,True,26+23+23+13,4,85,26,23,13,A40-10L-V2-kv1100-6.7PG,MJ-21x14EL,10.654044609314479,1.6945200000000002,21.244954323348203,0.5745679804460873,8.981474866094363,10.777769839313235,10.956428949949474,103.85623671526656,106.83199214856148,6.874547077752401,0.008688772248586395,0.621671661188931,-371.74098648978895,371.74098648978895,0.230031219104814,1788.9681052367584,2399.33148006605,15.0,False,"SOC floor violated (min 0.009, unmet 372 Wh); did not refill (end SOC 0.622); FLAG MJ-21x14EL: thrust table 1.94 N vs similarity 0.00 N (100%) at 1608 rpm, 10.78 m/s; FLAG MJ-21x14EL: thrust table 1.95 N vs similarity 0.00 N (100%) at 1650 rpm, 10.96 m/s"
6.0,0.36,1.2,0.34,0.4,0.0,0.144,0.78,1.56,1.56,0.21885521885521886,0.8171117788799989,5.071404993646131,0.3910037188863269,2,one_per_bay,True,24+24+24+12,4,84,24,24,12,A40-10L-V2-kv1100-6.7PG,MJ-21x14EL,10.664559441551514,1.6804799999999998,21.422450728363327,0.5785067176814656,9.0233652777351,10.828038333282121,11.007530726179848,103.7093716381067,106.724492386957,6.891643176855858,0.00870860445317666,0.6041545413691838,-372.2286226659226,372.2286226659226,0.1315460357308531,1767.921421645739,2395.909745991804,15.083333333333332,False,"SOC floor violated (min 0.009, unmet 372 Wh); did not refill (end SOC 0.604); FLAG MJ-21x14EL: thrust table 1.92 N vs similarity 0.00 N (100%) at 1612 rpm, 10.83 m/s; FLAG MJ-21x14EL: thrust table 1.93 N vs similarity 0.00 N (100%) at 1654 rpm, 11.01 m/s"
6.0,0.36,0.9,0.34,0.4,0.0,0.144,0.65,1.3,1.3,0.21885521885521889,0.5277180238599993,5.057648969913763,-0.3398914528803929,2,one_per_bay,True,26+26+20+10,4,82,20,26,10,A40-10L-V2-kv1100-6.7PG,MJ-21x14EL,10.34531416522559,1.6524,21.78649237472767,0.3585497034082783,8.96247591814325,10.754971101771899,10.933252286154982,101.03365991756284,103.83164263231774,7.084098936671986,0.008404397166784277,0.5928867474736641,-373.95140194044046,337.127026838117,0.15772985493546204,1725.8280544636973,2329.7565172280724,15.083333333333332,False,"SOC floor violated (min 0.008, unmet 337 Wh); did not refill (end SOC 0.593); FLAG MJ-21x14EL: thrust table 1.87 N vs similarity 0.00 N (100%) at 1592 rpm, 10.75 m/s; FLAG MJ-21x14EL: thrust table 1.88 N vs similarity 0.00 N (100%) at 1632 rpm, 10.93 m/s"
6.0,0.36,1.2,0.34,0.4,0.0,0.144,0.845,1.69,1.69,0.21885521885521889,0.8711535631974591,5.078130788317796,0.49294140442695045,2,one_per_bay,True,26+23+23+13,4,85,26,23,13,A40-10L-V2-kv1100-6.7PG,MJ-21x14EL,10.723539051714479,1.6945200000000002,21.244954323348203,0.6268014332139132,9.010719537541945,10.812863445050334,10.992104289429589,104.426928411525,107.46775691731101,6.8431076432580165,0.002462889468222035,0.60971139849934,-374.4571948030573,374.4571948030573,0.1770508217090203,1788.9681052367584,2413.6137384286794,15.0,False,"SOC floor violated (min 0.002, unmet 374 Wh); did not refill (end SOC 0.610); FLAG MJ-21x14EL: thrust table 1.94 N vs similarity 0.00 N (100%) at 1614 rpm, 10.81 m/s; FLAG MJ-21x14EL: thrust table 1.95 N vs similarity 0.00 N (100%) at 1657 rpm, 10.99 m/s"
6.0,0.36,1.3,0.34,0.4,0.0,0.144,0.78,1.56,1.56,0.21885521885521886,0.8852044271199989,5.071505169813757,0.47899521140223666,2,one_per_bay,True,24+24+24+12,4,84,24,24,12,A40-10L-V2-kv1100-6.7PG,MJ-21x14EL,10.736065490289976,1.6804799999999998,21.422450728363327,0.6267156108215878,9.05356564607943,10.864278775295316,11.04437191261751,104.36602044492967,107.4534196110251,6.858889688070369,0.0015451158917352548,0.5900704128330551,-376.6719812032688,375.38060607058367,0.43739197093963134,1767.9214216457392,2412.313799909337,15.083333333333332,False,"SOC floor violated (min 0.002, unmet 375 Wh); did not refill (end SOC 0.590); FLAG MJ-21x14EL: thrust table 1.92 N vs similarity 0.00 N (100%) at 1618 rpm, 10.86 m/s; FLAG MJ-21x14EL: thrust table 1.93 N vs similarity 0.00 N (100%) at 1661 rpm, 11.04 m/s"
6.0,0.36,0.8,0.34,0.4,0.0,0.144,0.65,1.3,1.3,0.23327999999999993,0.49999999999999994,5.057599829748973,-0.47480063015196583,2,one_per_bay,True,26+26+20+10,4,82,20,26,10,A40-10L-V2-kv1100-6.7PG,MJ-21x14EL,10.311456876,1.6524,21.78649237472767,0.33416923285934247,8.94779807394601,10.737357688735212,10.915346902074626,101.2519807852317,104.04847624774426,7.0977724260433455,0.00596870348473511,0.5884946687639234,-378.19414997404994,338.10947074262697,0.13966038698325178,1725.8280544636973,2334.982956719629,15.083333333333332,False,"SOC floor violated (min 0.006, unmet 338 Wh); did not refill (end SOC 0.588); FLAG MJ-21x14EL: thrust table 1.88 N vs similarity 0.00 N (100%) at 1591 rpm, 10.74 m/s; FLAG MJ-21x14EL: thrust table 1.89 N vs similarity 0.00 N (100%) at 1632 rpm, 10.92 m/s"
