prop,diameter_in,pitch_in,kv,r_ohm,i0_a,prop_rpm,motor_rpm,voltage_v,p_bus_w,p_shaft_w,idle_w,efficiency,climb_ms,climb_ok,duty
20x15E,20.0,15.0,540.0,0.02248251028806584,1.3697560975609757,1488.1796645299112,1488.1796645299112,3.0002739359628934,68.6591199417149,52.06388263696762,8.219287036276883,0.7626577948099382,30.518095293309592,True,0.13514747459292312
20x15E,20.0,15.0,700.0,0.013379387755102041,1.775609756097561,1488.1796645299112,1488.1796645299112,2.3144970363142323,68.65911994171493,52.06388263696762,8.219287036276883,0.7626577948099379,43.058822759543105,True,0.10425662325739786
20x15E,20.0,15.0,820.0,0.00975,2.08,1488.1796645299112,1488.1796645299112,1.9757901529511739,68.65911994171493,52.06388263696762,8.219287036276883,0.7626577948099379,50.567740004397095,True,0.08899955643924207
20x15E,20.0,15.0,720.0,0.012646412037037036,1.8263414634146342,1488.1796645299112,1488.1796645299112,2.25020545197217,68.65911994171493,52.06388263696762,8.219287036276883,0.7626577948099379,44.3805299367041,True,0.10136060594469236
20x15E,20.0,15.0,660.0,0.015050275482093664,1.6741463414634148,1488.1796645299112,1488.1796645299112,2.4547695839696404,68.65911994171493,52.06388263696762,8.219287036276885,0.7626577948099379,40.415408405221115,True,0.11057520648511894
20x15E,20.0,15.0,600.0,0.018210833333333332,1.5219512195121951,1488.1796645299112,1488.1796645299112,2.700246542366604,68.65911994171493,52.06388263696762,8.219287036276883,0.7626577948099379,35.5705344757853,True,0.12163272713363081
20x15E,20.0,15.0,580.0,0.019488406658739597,1.471219512195122,1488.1796645299112,1488.1796645299112,2.793358492103384,68.65911994171493,52.06388263696762,8.219287036276883,0.7626577948099379,33.907521349545306,True,0.12582695910375602
20x15E,20.0,15.0,560.0,0.020905293367346936,1.420487804878049,1488.1796645299112,1488.1796645299112,2.8931212953927905,68.65911994171493,52.06388263696762,8.219287036276885,0.7626577948099379,32.244508223305324,True,0.13032077907174733
20x15E,20.0,15.0,500.0,0.0262236,1.2682926829268293,1488.1796645299112,1488.1796645299112,3.2402958508399253,68.65911994171493,52.06388263696762,8.219287036276883,0.7626577948099379,26.997702034692473,True,0.145959272560357
20x15E,20.0,15.0,480.0,0.028454427083333338,1.217560975609756,1488.1796645299112,1488.1796645299112,3.3753081779582557,68.65911994171493,52.06388263696762,8.219287036276883,0.7626577948099379,25.237505405383928,True,0.15204090891703856
20x15E,20.0,15.0,460.0,0.030982514177693755,1.166829268292683,1488.1796645299112,1488.1796645299112,3.5220607074347012,68.65911994171493,52.06388263696762,8.219287036276885,0.7626577948099379,23.534778704841266,True,0.15865138321777933
