span_m,chord_m,tail_arm_m,vstab_arm_m,elevator_frac,taper_ratio,taper_start_frac,washout_tip_deg,washout_start_frac,y_washout_m,tip_chord_m,y_taper_m,boom_spacing_m,boom_spacing_set_m,hstab_chord_m,tail_volume_h,tail_volume_v,aileron_y_inner_m,aileron_span_each_m,roll_rate_deg_s,roll_aileron_deg_s,roll_elevon_deg_s,cn_beta,cn_r,cn_r_control,izz_kgm2,yaw_rate_deg_s,yaw_rate_max_deg_s,yaw_rate_level_deg_s,yaw_correct_s,incidence_wing_deg,incidence_hstab_deg,n_packs,cells_per_string,one_string_per_bay,string_plan,n_strings,n_cells,inboard_cells,outboard_cells,hstab_cells,motor,prop,mass_kg,wing_area_m2,aspect_ratio,static_margin,v_stall,v_night,v_day,p_night_w,p_day_w,climb_ms,soc_min,soc_end,margin_wh,unmet_wh,spilled_wh,solar_wh,propulsion_wh,battery_night_h,closed,reason,boom_length_m,aft_boom_length_m,fuselage_length_m,packing_ok,opti_d_in,opti_pitch_in,opti_margin_wh,on_ref_geometry
5.907073904288881,0.3139061967762537,1.2781464122485713,1.6962164115480936,0.342728460157672,0.5977267847451117,0.2753910328467923,0.0186662827891224,0.7819317306148361,2.432987248709984,0.18763014171063647,1.22382641690225,1.1328836481628648,1.1328836481628648,0.21976372882217757,0.6868077533116335,0.03,1.6078010119021724,1.305735940242268,36.0633711784748,34.438590145498296,1.62478103297651,0.07270542998307808,-0.04175473188389173,-0.058923609402568654,13.921828069683919,10.21979544939219,311.5721162681864,0.0,1.3499932576675595,3.6969726492709674,0.07393042467704508,2,one_per_bay,True,26+26+16+8,4,76,16,26,8,A40-12L-V4-kv410-direct,20x15E,8.810816165485013,1.635846080575757,21.330565586249687,0.42907683159199844,8.814210927779188,11.458474206112944,11.64841710166868,77.22781226453905,78.71167853548008,25.20438292887529,0.00957942173087259,0.8383457619147732,-183.9462786079771,2.8020483817166797,0.10494919386129216,1716.0887007153965,1748.1825015357815,14.083333333333334,False,"SOC floor violated (min 0.010, unmet 3 Wh); did not refill (end SOC 0.838); FLAG 20x15E: (11.46 m/s, 1809 rpm) not on the map; used C_T(J) similarity; FLAG 20x15E: (11.65 m/s, 1840 rpm) not on the map; used C_T(J) similarity",1.8675584995223142,0.0,1.0139061967762537,True,21.175456144347375,17.999087046158465,-52.178733404261536,True
5.907073904288881,0.3139061967762537,1.2781464122485713,1.6962164115480936,0.342728460157672,0.5977267847451117,0.2753910328467923,0.0186662827891224,0.7819317306148361,2.432987248709984,0.18763014171063647,1.22382641690225,1.1328836481628648,1.1328836481628648,0.21976372882217757,0.6868077533116335,0.03,1.6078010119021724,1.305735940242268,35.832107595277684,34.217745795759335,1.6143617995183484,0.07270542998307808,-0.04175473188389173,-0.05891736249284479,13.81876234042091,10.178973595893403,341.8031456987138,0.0,1.3526272839276978,3.6969726492709674,0.07393042467704508,2,one_per_bay,True,26+26+16+8,4,76,16,26,8,A40-12L-V4-kv410-direct,MJ-21x14EL,8.698176247194453,1.635846080575757,21.330565586249687,0.42907683159199866,8.757688036668272,11.384994447668754,11.573719296403194,77.98755651245382,81.05599172906169,27.762208860554743,0.007454557502712605,0.8124437068276159,-185.99889745237965,11.772346128984838,0.23258833429665415,1716.0887007153965,1782.1300055302465,14.083333333333334,False,"SOC floor violated (min 0.007, unmet 12 Wh); did not refill (end SOC 0.812); FLAG MJ-21x14EL: thrust table 1.71 N vs similarity 0.00 N (100%) at 1707 rpm, 11.38 m/s; FLAG MJ-21x14EL: thrust table 1.72 N vs similarity 0.00 N (100%) at 1763 rpm, 11.57 m/s",1.8675584995223142,0.0,1.0139061967762537,True,21.175456144347375,17.999087046158465,-52.178733404261536,True
5.907073904288881,0.3139061967762537,1.2781464122485713,1.6962164115480936,0.342728460157672,0.5977267847451117,0.2753910328467923,0.0186662827891224,0.7819317306148361,2.432987248709984,0.18763014171063647,1.22382641690225,1.1328836481628648,1.1328836481628648,0.21976372882217757,0.6868077533116335,0.03,1.6078010119021724,1.305735940242268,36.08230706340445,34.45667290256798,1.6256341608364664,0.07270542998307808,-0.04175473188389173,-0.05892398406226526,13.930296469936588,10.22315462320154,319.21347224066193,0.0,1.349779317042503,3.6969726492709674,0.07393042467704508,2,one_per_bay,True,26+26+16+8,4,76,16,26,8,A40-12L-V4-kv410-direct,205x14E,8.820071229407166,1.635846080575757,21.330565586249687,0.4290768315919992,8.818839027660585,11.464490735958762,11.65453336530798,79.22552619908623,80.74044034366102,25.832486237750533,0.00955851309182141,0.8176886120498021,-183.96647635330055,31.137431979204013,0.2588842830800431,1716.0887007153965,1796.3092845330484,14.166666666666668,False,"SOC floor violated (min 0.010, unmet 31 Wh); did not refill (end SOC 0.818); FLAG 205x14E: (11.46 m/s, 1881 rpm) not on the map; used C_T(J) similarity; FLAG 205x14E: (11.65 m/s, 1913 rpm) not on the map; used C_T(J) similarity",1.8675584995223142,0.0,1.0139061967762537,True,21.175456144347375,17.999087046158465,-52.178733404261536,True
5.907073904288881,0.3139061967762537,1.2781464122485713,1.6962164115480936,0.342728460157672,0.5977267847451117,0.2753910328467923,0.0186662827891224,0.7819317306148361,2.432987248709984,0.18763014171063647,1.22382641690225,1.1328836481628648,1.1328836481628648,0.21976372882217757,0.6868077533116335,0.03,1.6078010119021724,1.305735940242268,35.848581794636544,34.23347777480498,1.6151040198315656,0.07270542998307808,-0.04175473188389173,-0.05891791041209198,13.826082354911485,10.181869067182168,335.415590260869,0.0,1.352438345469032,3.6969726492709674,0.07393042467704508,2,one_per_bay,True,26+26+16+8,4,76,16,26,8,A40-12L-V4-kv410-direct,MJ-21x13p5EL,8.706176247194453,1.635846080575757,21.330565586249687,0.4290768315919982,8.761714478547393,11.390228822111611,11.579040439138256,81.4669180958236,84.76245747498858,27.236012098715474,0.006995349158726517,0.7750305292540932,-198.00050874054594,60.82136977180301,0.24336564578128278,1716.0887007153967,1867.3375432466285,14.25,False,"SOC floor violated (min 0.007, unmet 61 Wh); did not refill (end SOC 0.775); FLAG MJ-21x13p5EL: thrust table 1.71 N vs similarity 0.00 N (100%) at 1687 rpm, 11.39 m/s; FLAG MJ-21x13p5EL: thrust table 1.72 N vs similarity 0.00 N (100%) at 1743 rpm, 11.58 m/s",1.8675584995223142,0.0,1.0139061967762537,True,21.175456144347375,17.999087046158465,-52.178733404261536,True
5.907073904288881,0.3139061967762537,1.2781464122485713,1.6962164115480936,0.342728460157672,0.5977267847451117,0.2753910328467923,0.0186662827891224,0.7819317306148361,2.432987248709984,0.18763014171063647,1.22382641690225,1.1328836481628648,1.1328836481628648,0.21976372882217757,0.6868077533116335,0.03,1.6078010119021724,1.305735940242268,36.1016812921401,34.47517425452175,1.626507037618353,0.07270542998307808,-0.04175473188389173,-0.05892434613072871,13.93896550475316,10.226594160223478,329.9551846515105,0.0,1.349560693824533,3.6969726492709674,0.07393042467704508,2,one_per_bay,True,26+26+16+8,4,76,16,26,8,A40-12L-V4-kv410-direct,21x13E,8.829545565642684,1.635846080575757,21.330565586249687,0.42907683159199816,8.82357426269433,11.470646541502628,11.660791213367146,83.68504601096122,91.43392388645997,26.721967659530655,0.003875626566042286,0.7067946809171747,-263.91633823400923,90.70539170178365,0.3187569167063617,1716.0887007153965,1963.3469237262268,14.333333333333332,False,"SOC floor violated (min 0.004, unmet 91 Wh); did not refill (end SOC 0.707); FLAG 21x13E: (11.47 m/s, 1957 rpm) not on the map; used C_T(J) similarity",1.8675584995223142,0.0,1.0139061967762537,True,21.175456144347375,17.999087046158465,-52.178733404261536,True
5.907073904288881,0.3139061967762537,1.2781464122485713,1.6962164115480936,0.342728460157672,0.5977267847451117,0.2753910328467923,0.0186662827891224,0.7819317306148361,2.432987248709984,0.18763014171063647,1.22382641690225,1.1328836481628648,1.1328836481628648,0.21976372882217757,0.6868077533116335,0.03,1.6078010119021724,1.305735940242268,35.83622685511624,34.221679468531654,1.6145473865845843,0.07270542998307808,-0.04175473188389173,-0.05891750098661693,13.820592344043554,10.179697408140017,337.7105232828769,0.0,1.3525800223427622,3.6969726492709674,0.07393042467704508,2,one_per_bay,True,26+26+16+8,4,76,16,26,8,A40-12L-V4-kv410-direct,MJ-21x13EL,8.700176247194452,1.635846080575757,21.330565586249687,0.42907683159199855,8.758694820668127,11.386303266868566,11.575049811415564,85.18106691072147,89.42516163851765,27.409162373314178,0.007231265574492304,0.72973308685187,-241.75783810109357,114.54528996092195,0.17077596880749604,1716.0887007153965,1965.0181803320188,14.416666666666666,False,"SOC floor violated (min 0.007, unmet 115 Wh); did not refill (end SOC 0.730); FLAG MJ-21x13EL: thrust table 1.71 N vs similarity 2.25 N (24%) at 1812 rpm, 11.39 m/s; FLAG MJ-21x13EL: thrust table 1.72 N vs similarity 2.58 N (33%) at 1885 rpm, 11.58 m/s; FLAG MJ-21x13EL: shaft power table 30.6 W vs similarity 38.6 W (21%) at 1885 rpm, 11.58 m/s",1.8675584995223142,0.0,1.0139061967762537,True,21.175456144347375,17.999087046158465,-52.178733404261536,True
5.907073904288881,0.3139061967762537,1.2781464122485713,1.6962164115480936,0.342728460157672,0.5977267847451117,0.2753910328467923,0.0186662827891224,0.7819317306148361,2.432987248709984,0.18763014171063647,1.22382641690225,1.1328836481628648,1.1328836481628648,0.21976372882217757,0.6868077533116335,0.03,1.6078010119021724,1.305735940242268,35.927800330192774,34.30912723820223,1.6186730919905423,0.07270542998307808,-0.04175473188389173,-0.05892032378504056,13.861328678479554,10.195819205943833,185.82106798696944,0.0,1.3515326043953617,3.6969726492709674,0.07393042467704508,2,one_per_bay,True,26+26+16+8,4,76,16,26,8,A40-12L-V4-kv410-direct,16x12E,8.74469674314533,1.635846080575757,21.330565586249687,0.4290768218010792,8.781076198180502,11.415399057634653,11.604627912360753,75.22255265683538,76.49387100174462,14.750260254315668,0.036009920450140634,0.8872527753244236,-158.41441684516417,0.0,0.28976648833924656,1716.0887007153965,1698.0544472131369,14.0,False,"SOC floor violated (min 0.036, unmet 0 Wh); did not refill (end SOC 0.887); FLAG 16x12E: shaft power table 28.0 W vs similarity 22.8 W (19%) at 2365 rpm, 11.42 m/s; FLAG 16x12E: shaft power table 28.7 W vs similarity 23.2 W (19%) at 2405 rpm, 11.60 m/s",1.8675584995223142,0.0,1.0139061967762537,True,21.175456144347375,17.999087046158465,-52.178733404261536,True
5.999851036963593,0.3394473565932283,0.8001082333345592,1.330671931484397,0.22002610586444935,0.4000230140126008,5.071809009977701e-05,0.18381425885878883,0.46313860654607636,1.7368829858509063,0.13578675468303325,0.6474030817305009,1.2945675204676672,1.2945675204676672,0.20810692281177465,0.5,0.03,1.5651146428931564,1.39481087558864,39.96849948401676,37.88103280483674,2.0874666791800176,0.07270542998307808,-0.0322498256536542,-0.045338336868390186,14.175525325079244,15.473867350036135,418.0970749371109,0.0,1.1603356298728553,3.306317675098791,0.47535893654827643,3,one_per_bay,True,21+21+18+9,4,69,18,21,9,A40-12L-V4-kv410-direct,20x15E,9.856104740984414,1.5575174389744235,23.1125582063831,0.2726223498460802,9.769719567157612,12.700635437304896,12.911169180887656,93.47123198437286,99.40159394119303,24.512092988788595,0.16266806631033565,0.48825917450765194,-712.5324561384123,0.0,0.28910367245604834,1558.0278993337151,2175.200234747129,15.25,False,"SOC floor violated (min 0.163, unmet 0 Wh); did not refill (end SOC 0.488); FLAG 20x15E: (12.70 m/s, 1977 rpm) not on the map; used C_T(J) similarity",1.5137610879074739,0.0,1.0394473565932283,True,21.1762422235845,17.999802883008574,-34.30669075834759,False
5.999851036963593,0.3394473565932283,0.8001082333345592,1.330671931484397,0.22002610586444935,0.4000230140126008,5.071809009977701e-05,0.18381425885878883,0.46313860654607636,1.7368829858509063,0.13578675468303325,0.6474030817305009,1.2945675204676672,1.2945675204676672,0.20810692281177465,0.5,0.03,1.5651146428931564,1.39481087558864,39.739454363511975,37.66395020639946,2.075504157112515,0.07270542998307808,-0.0322498256536542,-0.04540392940136507,14.061686614863167,15.398000730647544,456.668568072092,0.0,1.1615832657781417,3.306317675098791,0.47535893654827643,3,one_per_bay,True,21+21+18+9,4,69,18,21,9,A40-12L-V4-kv410-direct,MJ-21x14EL,9.743464822693854,1.5575174389744235,23.1125582063831,0.27262234984608036,9.713732811976765,12.627852655569795,12.837179905856791,99.64995305573225,100.41010704948758,26.92578982514869,0.09723000721822944,0.41699838376640835,-815.7893419224741,0.0,0.19167437649677055,1558.0278993337151,2278.0601822844915,15.5,False,"SOC floor violated (min 0.097, unmet 0 Wh); did not refill (end SOC 0.417); FLAG MJ-21x14EL: thrust table 1.90 N vs similarity 2.73 N (30%) at 1956 rpm, 12.63 m/s; FLAG MJ-21x14EL: shaft power table 37.1 W vs similarity 43.9 W (16%) at 1956 rpm, 12.63 m/s; FLAG MJ-21x14EL: thrust table 1.91 N vs similarity 0.00 N (100%) at 1981 rpm, 12.84 m/s",1.5137610879074739,0.0,1.0394473565932283,True,21.1762422235845,17.999802883008574,-34.30669075834759,False
5.999851036963593,0.3394473565932283,0.8001082333345592,1.330671931484397,0.22002610586444935,0.4000230140126008,5.071809009977701e-05,0.18381425885878883,0.46313860654607636,1.7368829858509063,0.13578675468303325,0.6474030817305009,1.2945675204676672,1.2945675204676672,0.20810692281177465,0.5,0.03,1.5651146428931564,1.39481087558864,39.98726065943788,37.898814125395674,2.088446534042207,0.07270542998307808,-0.0322498256536542,-0.04533291955555122,14.184878887793552,15.480829111477133,427.51933981997877,0.0,1.1602039671429165,3.306317675098791,0.47535893654827643,3,one_per_bay,True,21+21+18+9,4,69,18,21,9,A40-12L-V4-kv410-direct,205x14E,9.865359804906566,1.5575174389744235,23.1125582063831,0.2726223498460797,9.77430546417604,12.706597103428852,12.917229671349439,99.6319568303246,99.95874089317158,25.068638155705486,0.09744952623876008,0.41980477339826094,-811.7228833459199,0.0,0.22928822285643707,1558.0278993337151,2273.9446284619926,15.5,False,"SOC floor violated (min 0.097, unmet 0 Wh); did not refill (end SOC 0.420)",1.5137610879074739,0.0,1.0394473565932283,True,21.1762422235845,17.999802883008574,-34.30669075834759,False
