span_m,chord_m,tail_arm_m,elevator_frac,taper_ratio,taper_start_frac,tip_chord_m,y_taper_m,n_packs,cells_per_string,string_plan,n_strings,n_cells,prop,mass_kg,wing_area_m2,aspect_ratio,static_margin,v_stall,v_night,v_day,p_night_w,p_day_w,climb_ms,soc_min,soc_end,margin_wh,unmet_wh,spilled_wh,solar_wh,propulsion_wh,battery_night_h,closed,reason
5.0,0.36,1.3,0.28,0.6,0.5,0.216,1.4956291289888761,2,mixed,28+28+14+7,4,77,19x10E,10.594282207877797,1.6553705945743977,15.10235839753309,0.3003128143040936,9.583774793907551,11.500529752689062,11.691169787510212,100.11562484589741,103.41042634697628,2.9396678431207657,0.007122999941969969,0.5811562155124071,-385.2830958150147,338.8638775006159,0.17164424282283264,1694.826416281871,2311.8790762277313,15.166666666666666,False,"SOC floor violated (min 0.007, unmet 339 Wh); did not refill (end SOC 0.581)"
5.5,0.36,1.3,0.34,0.6,0.0,0.216,0.4687516852914388,2,mixed,29+29+14,3,72,19x10E,10.426213322277723,1.651500242681967,18.31667911285031,0.3083572735304826,9.518585856763718,11.422303028116461,11.611646327411759,90.06559187790018,92.91916440052776,3.0302437262885076,0.009804239601198738,0.5808401720988848,-385.58839375247726,203.53345446292082,0.19941396090120495,1584.7727528869439,2067.2563577732535,15.0,False,"SOC floor violated (min 0.010, unmet 204 Wh); did not refill (end SOC 0.581)"
5.0,0.4,1.3,0.28,0.4,0.5,0.16000000000000003,1.5148973424009502,2,mixed,29+29+24+8+4,5,94,19x10E,11.081649216461688,1.7635753621762285,14.175748049207455,0.29731637458588905,9.496282749220276,11.39553929906433,11.58443894590638,106.61746394972029,110.07168110771705,2.778853873635546,0.004660967560884941,0.8548189641705489,-390.6691695411112,390.6691695411112,0.08537133540379334,2069.008871824622,2471.346346364412,14.583333333333332,False,"SOC floor violated (min 0.005, unmet 391 Wh); did not refill (end SOC 0.855)"
5.0,0.4,1.3,0.34,0.4,0.5,0.16000000000000003,1.5148973424009502,2,mixed,29+29+24+8+4,5,94,19x10E,11.081649216461688,1.7635753621762285,14.175748049207455,0.29731637458588905,9.496282749220276,11.39553929906433,11.58443894590638,106.61746394972029,110.07168110771705,2.778853873635546,0.004660967560884941,0.8548189641705489,-390.6691695411112,390.6691695411112,0.08537133540379334,2069.008871824622,2471.346346364412,14.583333333333332,False,"SOC floor violated (min 0.005, unmet 391 Wh); did not refill (end SOC 0.855)"
6.0,0.3,1.6,0.34,0.4,0.5,0.12,1.6937566833442634,2,mixed,29+29+10+2+2,5,72,19x10E,10.630603359530374,1.5648762030019674,23.00501466565834,0.316060073019193,9.873870189668706,11.848644227602447,12.045054827523325,90.12201010924913,93.52498424886619,2.9832856414382425,0.009064025216184756,0.5746414815105755,-391.5763288607841,203.7711446450846,0.14892897353966933,1584.7727528869439,2073.555009878538,15.0,False,"SOC floor violated (min 0.009, unmet 204 Wh); did not refill (end SOC 0.575)"
5.5,0.36,1.6,0.34,0.6,0.5,0.216,1.6065557965492165,2,mixed,29+29+14+2,4,74,19x10E,11.060470525118742,1.815344034703087,16.6635080853683,0.3046075109667443,9.350950960502843,11.22114115260341,11.407149865772922,94.72848083393701,97.57652999041399,2.8279855110224124,0.0051825526424930796,0.5729955960310789,-393.1662542339778,263.9271022781838,0.3472967937843911,1628.7942182449153,2178.878644993084,15.083333333333332,False,"SOC floor violated (min 0.005, unmet 264 Wh); did not refill (end SOC 0.573)"
6.0,0.36,1.3,0.34,1.0,1.0,0.36,3.0,2,mixed,29+29+16+8+7,5,89,18x10E,11.809312455853602,2.16,16.666666666666664,0.3046153846153846,8.857963378340937,10.629556054009123,10.805758279458422,105.95940719538795,108.84104096725866,2.1222701526220047,0.005435653610533173,0.7663429035144879,-393.24190474590284,393.24190474590284,0.4529412455799241,1958.9552084296947,2449.6808850791263,14.75,False,"SOC floor violated (min 0.005, unmet 393 Wh); did not refill (end SOC 0.766)"
6.0,0.36,1.6,0.34,0.4,0.0,0.144,0.3995382367315819,2,mixed,29+29+12,3,70,19x10E,10.481369585447524,1.5983002591340216,22.523928025579647,0.3154173027089611,9.701263076172943,11.64151569140753,11.834492798071857,86.31181154336446,89.34393208983913,3.038665289467206,0.007872997512522805,0.5721338373288186,-393.9987131403612,150.80332387527238,0.28129055529408353,1540.7512875289735,1979.0252386712218,14.916666666666668,False,"SOC floor violated (min 0.008, unmet 151 Wh); did not refill (end SOC 0.572)"
5.5,0.36,1.3,0.34,0.4,0.5,0.144,1.6238979058029053,2,mixed,29+29+14,3,72,19x10E,10.60933732697823,1.7367619476534273,17.417470506462536,0.3064059566970607,9.363159697407983,11.23579163688958,11.422043205727006,90.92330028826358,93.65307845480972,2.966361531862788,0.007175015647423266,0.5715960351548772,-394.5182300403886,214.02972811631668,0.13825445637770883,1584.7727528869439,2086.727210417234,15.0,False,"SOC floor violated (min 0.007, unmet 214 Wh); did not refill (end SOC 0.572)"
5.5,0.36,1.6,0.28,1.0,1.0,0.36,2.75,2,mixed,29+29+14+7+5+5,6,89,19x10E,11.728404117008314,1.98,15.277777777777779,0.3008391608391608,9.220093283067765,11.064111939681318,11.247517637575607,106.33507073209428,109.50322269631924,2.612485357896308,0.0014662135158430584,0.75623798352341,-394.78617039760184,394.78617039760184,0.346744839311525,1958.9552084296947,2461.083090575659,14.833333333333334,False,"SOC floor violated (min 0.001, unmet 395 Wh); did not refill (end SOC 0.756)"
5.5,0.36,1.6,0.34,1.0,1.0,0.36,2.75,2,mixed,29+29+14+7+5+5,6,89,19x10E,11.728404117008314,1.98,15.277777777777779,0.3008391608391608,9.220093283067765,11.064111939681318,11.247517637575607,106.33507073209428,109.50322269631924,2.612485357896308,0.0014662135158430584,0.75623798352341,-394.78617039760184,394.78617039760184,0.346744839311525,1958.9552084296947,2461.083090575659,14.833333333333334,False,"SOC floor violated (min 0.001, unmet 395 Wh); did not refill (end SOC 0.756)"
5.0,0.4,1.6,0.34,0.4,0.5,0.16000000000000003,1.488014053641119,2,mixed,29+29+21+6,4,85,19x10E,11.057506380916665,1.7571233728738687,14.22780004292537,0.2974950450588775,9.503332417863614,11.403998901436337,11.593038779982964,105.53228637297593,108.92682245024976,2.7899405175597027,0.00457744296550402,0.6853204071368892,-396.21336303058996,396.21336303058996,0.2995370344283673,1870.9122777137547,2443.608575653308,14.916666666666668,False,"SOC floor violated (min 0.005, unmet 396 Wh); did not refill (end SOC 0.685)"
6.0,0.3,1.6,0.34,0.4,0.5,0.12,1.6937566833442634,3,mixed,29+29+10+2+2,5,72,19x12E,11.908603359530373,1.5648762030019674,23.00501466565834,0.316060073019193,10.450543355569728,12.540652026683674,12.748533784346874,82.73751563810168,85.06134626522179,3.613231145260626,0.2752974951094695,0.705513461644489,-397.7309940771354,0.0,0.2932202535200936,1584.772752886944,1887.38946116756,14.666666666666668,False,did not refill (end SOC 0.706)
6.0,0.3,1.3,0.34,0.6,0.5,0.18,1.7231472734329956,3,mixed,29+29+12+3+3,5,76,16x12E,11.870857896662582,1.6467776728119592,21.860874478901643,0.31448504475361616,10.171195859043447,12.205435030852136,12.407760020163598,71.83542842858198,109.1323918747299,1.8915088131273001,0.36849248946010527,0.7052868045889779,-398.05942015057104,0.0,0.15338193224499008,1672.8156836028854,1977.0199167474418,14.0,False,did not refill (end SOC 0.705)
5.0,0.3,1.3,0.34,0.4,0.0,0.12,0.33743891939486287,2,mixed,18+18+10,3,46,22x12E,9.166056664831205,1.1107390054910753,22.507537663131856,0.31539491984793944,10.882626060416536,13.059151272499843,13.275628000690729,58.86075550260407,60.49973284897886,7.737750410041187,0.2128600567714596,0.5677464495317789,-398.2369297523016,0.0,0.2418785221150905,1012.4937032333257,1307.2723467343342,15.083333333333332,False,did not refill (end SOC 0.568)
5.0,0.4,1.3,0.28,0.6,0.5,0.24,1.5235340381979383,2,mixed,29+29+24+8+7,5,97,19x10E,11.268379423109215,1.8437654461116701,13.55920844092326,0.2950957261076768,9.36540028893339,11.238480346720069,11.424776485307474,107.44857366871095,110.77339766863196,2.7228311467330615,0.008636961461446099,0.9125421973059051,-400.0707280847456,400.0707280847456,0.32236340514820105,2135.041069861578,2490.351596048321,14.5,False,"SOC floor violated (min 0.009, unmet 400 Wh); did not refill (end SOC 0.913)"
5.0,0.4,1.3,0.34,0.6,0.5,0.24,1.5235340381979383,2,mixed,29+29+24+8+7,5,97,19x10E,11.268379423109215,1.8437654461116701,13.55920844092326,0.2950957261076768,9.36540028893339,11.238480346720069,11.424776485307474,107.44857366871095,110.77339766863196,2.7228311467330615,0.008636961461446099,0.9125421973059051,-400.0707280847456,400.0707280847456,0.32236340514820105,2135.041069861578,2490.351596048321,14.5,False,"SOC floor violated (min 0.009, unmet 400 Wh); did not refill (end SOC 0.913)"
5.0,0.3,1.3,0.34,0.4,0.5,0.12,1.447071179713179,3,mixed,24+24+12,3,60,22x12E,10.961230116710055,1.3104728123483722,19.077084060370474,0.3098638298118912,10.956304386397965,13.147565263677558,13.36550759795088,72.07781287184648,74.12529862923667,6.389487951892792,0.36441614002811223,0.7026546671307663,-401.8733873275196,0.0,0.20851879033837878,1320.6439607391208,1628.636128367052,14.833333333333334,False,did not refill (end SOC 0.703)
5.0,0.3,1.6,0.34,0.6,0.5,0.18,1.4335814312951325,3,mixed,26+26+10,3,62,22x12E,11.29316795832067,1.372029771755416,18.2211789530006,0.3081591755513884,10.868624266947434,13.04234912033692,13.258547325456059,73.91956032006843,75.97330061452551,6.181125925882958,0.348966414397201,0.7023112255836701,-402.371034129262,0.0,0.29029012852621366,1364.665426097091,1672.8954003808246,14.833333333333334,False,did not refill (end SOC 0.702)
5.0,0.3,1.6,0.34,0.4,0.5,0.12,1.42721258952334,3,mixed,26+26+10,3,62,22x12E,11.166855833855056,1.3068982661142012,19.129262505131685,0.3099628172460683,11.073706611190318,13.288447933428381,13.508725627693336,73.88754277363873,76.04301223837945,6.2694661863893035,0.34917144365716946,0.7020846973246053,-402.6992735766469,0.0,0.27867152455055805,1364.665426097091,1673.239119116186,14.75,False,did not refill (end SOC 0.702)
5.5,0.4,1.6,0.34,0.4,0.0,0.16000000000000003,0.4290000000310116,2,mixed,27+27+18,3,72,19x10E,10.604481235228564,1.642960000007443,18.411890733714127,0.3085527272725569,9.624533050100654,11.549439660120784,11.740890456416095,91.69143361324151,94.71976025149928,2.97641853723371,0.00574217553177853,0.5602165034493857,-405.51085766789345,224.3840265941522,0.3745047648957585,1584.772752886944,2107.8493464621115,15.0,False,"SOC floor violated (min 0.006, unmet 224 Wh); did not refill (end SOC 0.560)"
5.0,0.4,1.6,0.34,0.6,0.5,0.24,1.496015551656488,2,mixed,29+29+21+8,4,87,19x10E,11.236089916094967,1.8393624882650381,13.591665677373372,0.295217654171122,9.363158810266395,11.235790572319674,11.422042123510117,106.22065783746919,109.47064424773846,2.735761674955915,0.009069162280237592,0.7246119796605422,-405.6944678695662,405.6944678695662,0.13660547637854253,1914.933743071725,2459.0873301933857,14.833333333333334,False,"SOC floor violated (min 0.009, unmet 406 Wh); did not refill (end SOC 0.725)"
6.0,0.36,1.6,0.34,1.0,1.0,0.36,3.0,2,mixed,29+29+16+9+9,5,92,18x10E,11.98274749283171,2.16,16.666666666666664,0.3046153846153846,8.922771625458001,10.7073259505496,10.88481733885516,107.57636907484415,110.54391508508674,2.090200552380598,0.0013946860407053306,0.8066254410028342,-406.1761703736957,406.1761703736957,0.2165612732788548,2024.9874064666515,2489.5299538918607,14.666666666666668,False,"SOC floor violated (min 0.001, unmet 406 Wh); did not refill (end SOC 0.807)"
5.5,0.3,1.6,0.34,1.0,1.0,0.3,2.75,2,mixed,29+29+12+5,4,75,19x10E,10.717229219160494,1.65,18.333333333333336,0.3083916083916084,9.65489904241625,11.5858788508995,11.777933686204168,97.92893123787604,101.26449857356661,2.9184241276816754,0.0029050586004415856,0.5572980585645884,-408.3300754266076,307.48669535708893,0.12218117359214394,1650.8049509239008,2259.7585278409524,15.166666666666666,False,"SOC floor violated (min 0.003, unmet 307 Wh); did not refill (end SOC 0.557)"
6.0,0.36,1.3,0.34,0.4,0.0,0.144,0.44606429664317643,2,mixed,28+28+12,3,68,19x10E,10.304145961504027,1.608349888074926,22.38318929663327,0.31522404061394377,9.588798306807652,11.506557968169181,11.697297930492262,84.2747980861974,87.10930856272486,3.0962668284643553,0.008972851702959105,0.554269886574141,-411.2552895693798,126.63653163048136,0.24230874399893781,1496.7298221710023,1928.341957563868,14.916666666666668,False,"SOC floor violated (min 0.009, unmet 127 Wh); did not refill (end SOC 0.554)"
6.0,0.36,1.3,0.34,1.0,1.0,0.36,3.0,2,mixed,29+29+16+8+7+7,6,96,18x10E,11.973312455853602,2.16,16.666666666666664,0.3046153846153846,8.919258104930014,10.703109725916017,10.880531223422786,108.32444714791833,111.34349100888883,2.0887008027487677,0.007774488408647315,0.8861258874333782,-414.37275553535306,414.37275553535306,0.17636614351991042,2113.0303371825926,2508.467648229256,14.5,False,"SOC floor violated (min 0.008, unmet 414 Wh); did not refill (end SOC 0.886)"
5.5,0.3,1.6,0.34,0.4,0.0,0.12,0.31638983679641164,2,mixed,21+21,2,42,22x12E,9.42783348747534,1.211950170623354,24.95977205435866,0.31841690645744386,10.566034366844539,12.679241240213447,12.889420340091425,55.98667389188346,57.416747213235375,7.502790019244238,0.24608399603420017,0.5506224771441977,-414.77868707870505,0.0,0.1794584780401139,924.4507725173842,1236.1933149670306,15.25,False,did not refill (end SOC 0.551)
5.0,0.4,1.3,0.28,0.4,0.5,0.16000000000000003,1.5148973424009502,2,mixed,29+29+24+8+4+4,6,98,19x10E,11.221649216461687,1.7635753621762285,14.175748049207455,0.29731637458588905,9.55608011695768,11.467296140349216,11.657385273851043,109.01348158922636,112.63836501705575,2.7370716479817063,0.0030469864788935097,0.9093471646450001,-415.4734296183298,415.4734296183298,0.265438942719765,2157.051802540563,2530.7599507058126,14.5,False,"SOC floor violated (min 0.003, unmet 415 Wh); did not refill (end SOC 0.909)"
5.0,0.4,1.3,0.34,0.4,0.5,0.16000000000000003,1.5148973424009502,2,mixed,29+29+24+8+4+4,6,98,19x10E,11.221649216461687,1.7635753621762285,14.175748049207455,0.29731637458588905,9.55608011695768,11.467296140349216,11.657385273851043,109.01348158922636,112.63836501705575,2.7370716479817063,0.0030469864788935097,0.9093471646450001,-415.4734296183298,415.4734296183298,0.265438942719765,2157.051802540563,2530.7599507058126,14.5,False,"SOC floor violated (min 0.003, unmet 415 Wh); did not refill (end SOC 0.909)"
6.0,0.3,1.6,0.34,0.4,0.5,0.12,1.6937566833442634,2,mixed,29+29+10+2,4,70,19x10E,10.506603359530374,1.5648762030019674,23.00501466565834,0.316060073019193,9.816114707437075,11.77933764892449,11.974599379284,88.3004801015412,91.5482864490922,3.025714086976986,0.0053968682878893,0.5497110097341326,-415.6591645968279,178.36034712198298,0.09302385516124781,1540.7512875289735,2028.4417795649422,15.0,False,"SOC floor violated (min 0.005, unmet 178 Wh); did not refill (end SOC 0.550)"
6.0,0.3,1.3,0.34,0.6,0.5,0.18,1.7231472734329956,3,mixed,29+29+12+3,4,73,16x12E,11.738857896662582,1.6467776728119592,21.860874478901643,0.31448504475361616,10.11448761301258,12.137385135615096,12.338582086942521,69.85656560091182,107.2794364872962,1.9150387956731107,0.38229626833686625,0.691745983073602,-417.6800705263506,0.0,0.20885561344886483,1606.7834855659296,1930.7862832857302,14.0,False,did not refill (end SOC 0.692)
5.0,0.45,1.3,0.28,0.6,0.0,0.27,0.5662374844994117,2,mixed,29+29+24+8+3,5,93,19x10E,11.372758700905766,1.901922747209894,13.144592774167513,0.2934852162311106,9.263709450614957,11.116451340737948,11.30072464955578,108.43445614696931,111.71571620380261,2.68809762290466,0.0031192385968164434,0.8173496840059746,-418.14655204652263,418.14655204652263,0.22139546480292555,2046.9981391456367,2513.0520413910476,14.666666666666668,False,"SOC floor violated (min 0.003, unmet 418 Wh); did not refill (end SOC 0.817)"
5.0,0.45,1.3,0.34,0.6,0.0,0.27,0.5662374844994117,2,mixed,29+29+24+8+3,5,93,19x10E,11.372758700905766,1.901922747209894,13.144592774167513,0.2934852162311106,9.263709450614957,11.116451340737948,11.30072464955578,108.43445614696931,111.71571620380261,2.68809762290466,0.0031192385968164434,0.8173496840059746,-418.14655204652263,418.14655204652263,0.22139546480292555,2046.9981391456367,2513.0520413910476,14.666666666666668,False,"SOC floor violated (min 0.003, unmet 418 Wh); did not refill (end SOC 0.817)"
5.0,0.4,1.6,0.28,0.4,0.5,0.16000000000000003,1.488014053641119,2,mixed,29+29+21+7+6,5,92,19x10E,11.221506380916665,1.7571233728738687,14.22780004292537,0.2974950450588775,9.57354761867007,11.488257142404082,11.678693738696541,108.33132913858991,111.92486931207922,2.740805510483824,0.0028509910183989375,0.7951922050452214,-418.9049209569538,418.9049209569538,0.10148175436281429,2024.9874064666515,2513.4916076120576,14.666666666666668,False,"SOC floor violated (min 0.003, unmet 419 Wh); did not refill (end SOC 0.795)"
5.0,0.4,1.6,0.34,0.4,0.5,0.16000000000000003,1.488014053641119,2,mixed,29+29+21+6+6,5,91,19x10E,11.213506380916666,1.7571233728738687,14.22780004292537,0.2974950450588775,9.570134438946146,11.484161326735375,11.674530028203987,108.19283370518153,111.77638032058582,2.7431781320831172,0.0032880463995124468,0.7766947557503966,-419.46253897143043,419.46253897143043,0.3815408231742303,2002.9766737876669,2509.775815116838,14.75,False,"SOC floor violated (min 0.003, unmet 419 Wh); did not refill (end SOC 0.777)"
5.0,0.4,1.3,0.28,0.6,0.5,0.24,1.5235340381979383,2,mixed,29+29+24+8+7+7,6,104,19x10E,11.432379423109214,1.8437654461116701,13.55920844092326,0.2950957261076768,9.433306126380291,11.319967351656349,11.50761427023325,110.17878104955727,113.68788196154702,2.6761274832724236,0.007223970977559937,0.9999999878050898,-424.1474303873483,424.1474303873483,25.060966033831576,2289.1161986144743,2558.2120540052733,14.333333333333332,False,"SOC floor violated (min 0.007, unmet 424 Wh)"
5.0,0.4,1.3,0.34,0.6,0.5,0.24,1.5235340381979383,2,mixed,29+29+24+8+7+7,6,104,19x10E,11.432379423109214,1.8437654461116701,13.55920844092326,0.2950957261076768,9.433306126380291,11.319967351656349,11.50761427023325,110.17878104955727,113.68788196154702,2.6761274832724236,0.007223970977559937,0.9999999878050898,-424.1474303873483,424.1474303873483,25.060966033831576,2289.1161986144743,2558.2120540052733,14.333333333333332,False,"SOC floor violated (min 0.007, unmet 424 Wh)"
5.0,0.4,1.6,0.28,0.6,0.5,0.24,1.496015551656488,2,mixed,29+29+21+8+8,5,95,19x10E,11.408089916094967,1.8393624882650381,13.591665677373372,0.295217654171122,9.434551389179864,11.321461667015837,11.509133356306634,109.06526456183116,112.50574665613607,2.686516723465341,0.008657776091316183,0.855453331763542,-427.93063093462825,427.93063093462825,0.36052816327592174,2091.019604503607,2529.6775156974495,14.666666666666668,False,"SOC floor violated (min 0.009, unmet 428 Wh); did not refill (end SOC 0.855)"
5.0,0.4,1.6,0.34,0.6,0.5,0.24,1.496015551656488,2,mixed,29+29+21+8+8,5,95,19x10E,11.408089916094967,1.8393624882650381,13.591665677373372,0.295217654171122,9.434551389179864,11.321461667015837,11.509133356306634,109.06526456183116,112.50574665613607,2.686516723465341,0.008657776091316183,0.855453331763542,-427.93063093462825,427.93063093462825,0.36052816327592174,2091.019604503607,2529.6775156974495,14.666666666666668,False,"SOC floor violated (min 0.009, unmet 428 Wh); did not refill (end SOC 0.855)"
5.0,0.36,1.3,0.34,0.4,0.0,0.144,0.4097021380205588,3,mixed,23+23+12,3,58,22x12E,11.039661200039168,1.3484956618124406,18.53917717940512,0.308810889365194,10.839307704279369,13.007169245135243,13.222784286454308,71.74522573991258,73.71652805905829,6.333939446760299,0.3642755085969017,0.6784099013478921,-437.00405294690427,0.0,0.2849528817117388,1276.6224953811495,1619.7914138234846,14.916666666666668,False,did not refill (end SOC 0.678)
5.0,0.45,1.3,0.28,0.6,0.0,0.27,0.5662374844994117,2,mixed,29+29+24+8+3+3,6,96,19x10E,11.504758700905766,1.901922747209894,13.144592774167513,0.2934852162311106,9.317314821655046,11.180777785986054,11.366117410532445,110.62770777416279,114.01603746978579,2.651457256034873,0.003502322998034931,0.8560916720271451,-443.69154620281404,443.69154620281404,0.3371548802221689,2113.0303371825926,2566.6893970723877,14.666666666666668,False,"SOC floor violated (min 0.004, unmet 444 Wh); did not refill (end SOC 0.856)"
5.0,0.45,1.3,0.34,0.6,0.0,0.27,0.5662374844994117,2,mixed,29+29+24+8+3+3,6,96,19x10E,11.504758700905766,1.901922747209894,13.144592774167513,0.2934852162311106,9.317314821655046,11.180777785986054,11.366117410532445,110.62770777416279,114.01603746978579,2.651457256034873,0.003502322998034931,0.8560916720271451,-443.69154620281404,443.69154620281404,0.3371548802221689,2113.0303371825926,2566.6893970723877,14.666666666666668,False,"SOC floor violated (min 0.004, unmet 444 Wh); did not refill (end SOC 0.856)"
5.0,0.4,1.6,0.28,0.4,0.5,0.16000000000000003,1.488014053641119,2,mixed,29+29+21+7+6+6,6,98,19x10E,11.377506380916666,1.7571233728738687,14.22780004292537,0.2974950450588775,9.639863076933663,11.567835692320395,11.759591432848234,111.07333210249958,114.86776209959547,2.695024094995663,0.0014583173856287067,0.8860805483577032,-443.95572466367264,443.95572466367264,0.5508022497469357,2157.0518025405627,2581.490852932634,14.583333333333332,False,"SOC floor violated (min 0.001, unmet 444 Wh); did not refill (end SOC 0.886)"
5.0,0.45,1.6,0.28,0.6,0.0,0.27,0.507554081913427,2,mixed,29+29+21+7+6,5,92,19x10E,11.503201148899821,1.8913597347444169,13.218003714866173,0.2937777304224623,9.342664142417954,11.211196970901545,11.397040843043149,110.02415913223805,113.38496188512595,2.6557506251594165,0.0046885467403663846,0.783046230154756,-445.2658999333057,445.2658999333057,0.34254792404970635,2024.9874064666515,2551.3871777418417,14.833333333333334,False,"SOC floor violated (min 0.005, unmet 445 Wh); did not refill (end SOC 0.783)"
5.0,0.45,1.6,0.34,0.6,0.0,0.27,0.507554081913427,2,mixed,29+29+21+7+6,5,92,19x10E,11.503201148899821,1.8913597347444169,13.218003714866173,0.2937777304224623,9.342664142417954,11.211196970901545,11.397040843043149,110.02415913223805,113.38496188512595,2.6557506251594165,0.0046885467403663846,0.783046230154756,-445.2658999333057,445.2658999333057,0.34254792404970635,2024.9874064666515,2551.3871777418417,14.833333333333334,False,"SOC floor violated (min 0.005, unmet 445 Wh); did not refill (end SOC 0.783)"
6.0,0.36,1.3,0.34,0.4,0.0,0.144,0.44606429664317643,3,mixed,28+28+12,3,68,16x12E,11.533877977533505,1.608349888074926,22.38318929663327,0.31522404061394377,10.144855347094946,12.173826416513934,12.375627441497867,66.12560670491702,104.40537396288647,1.9628669953752043,0.40867772562353505,0.6718300491980819,-446.5382587119793,0.0,0.3692369823736593,1496.7298221710023,1849.8122334976993,14.0,False,did not refill (end SOC 0.672)
5.5,0.36,1.6,0.34,0.6,0.0,0.216,0.4207279971802974,2,mixed,29+29+12,3,70,19x10E,10.575273206916298,1.6445848315939628,18.393699989730006,0.3085155410442577,9.606520350004324,11.527824420005189,11.718916908447127,91.7452440205494,94.75286887376171,2.983663181390331,0.0021157594817328637,0.5175433460758452,-446.73312769073357,227.30989090265737,0.0940910227054843,1540.7512875289733,2108.453209363226,15.166666666666666,False,"SOC floor violated (min 0.002, unmet 227 Wh); did not refill (end SOC 0.518)"
5.0,0.4,1.6,0.28,0.6,0.0,0.24,0.4486040083947966,2,mixed,28+28+18,3,74,19x10E,10.68238226754308,1.6717766413431674,14.954150800859422,0.29985849300895845,9.57620380605237,11.491444567262842,11.68193400032014,100.68442028821391,103.98507831100412,2.9126055248295266,0.0045991204053863095,0.5153515307337655,-448.8504213111825,354.38618799039637,0.4034576880438602,1628.7942182449153,2325.0317897813234,15.333333333333332,False,"SOC floor violated (min 0.005, unmet 354 Wh); did not refill (end SOC 0.515)"
5.0,0.4,1.6,0.34,0.6,0.0,0.24,0.4486040083947966,2,mixed,28+28+18,3,74,19x10E,10.68238226754308,1.6717766413431674,14.954150800859422,0.29985849300895845,9.57620380605237,11.491444567262842,11.68193400032014,100.68442028821391,103.98507831100412,2.9126055248295266,0.0045991204053863095,0.5153515307337655,-448.8504213111825,354.38618799039637,0.4034576880438602,1628.7942182449153,2325.0317897813234,15.333333333333332,False,"SOC floor violated (min 0.005, unmet 354 Wh); did not refill (end SOC 0.515)"
5.5,0.36,1.6,0.34,0.4,0.5,0.144,1.5987395917999254,2,mixed,29+29+12,3,70,19x10E,10.755419485191343,1.7313277518287837,17.472139499899562,0.3065303248151072,9.442184467207388,11.330621360648866,11.518444886798546,92.34602986264137,95.20062863036345,2.9236171030595535,0.0028192669118647217,0.5139543430637348,-450.2001046004322,237.19552263842388,0.3814224731272198,1540.7512875289733,2121.52033915161,15.166666666666666,False,"SOC floor violated (min 0.003, unmet 237 Wh); did not refill (end SOC 0.514)"
5.0,0.4,1.6,0.28,0.6,0.5,0.24,1.496015551656488,2,mixed,29+29+21+8+8+7,6,102,19x10E,11.572089916094967,1.8393624882650381,13.591665677373372,0.295217654171122,9.502123843021819,11.402548611626182,11.591564449254184,111.85684713962597,115.49006106747188,2.6405535001526497,0.007762484469495691,0.9675750874246424,-452.69838458587907,452.69838458587907,0.43109013574578364,2245.0947332565042,2599.0798636655727,14.5,False,"SOC floor violated (min 0.008, unmet 453 Wh)"
4.5,0.36,1.6,0.34,0.4,0.0,0.144,0.34912303194307287,2,mixed,20+20+10,3,50,22x12E,9.621759363032133,1.2094105748997037,16.743693515065658,0.304806476071805,10.68535152261652,12.822421827139824,13.03497437873388,64.8801128767081,66.53404733049433,7.299245543762838,0.13010840559651723,0.5088461444150574,-455.13462449505454,0.0,0.16275564782949084,1100.5366339492666,1451.7324633827716,15.166666666666666,False,"SOC floor violated (min 0.130, unmet 0 Wh); did not refill (end SOC 0.509)"
5.0,0.45,1.3,0.28,0.4,0.5,0.18000000000000002,1.5492179662130843,2,mixed,29+29+27+9+5,5,99,19x10E,11.622664711243942,1.9932888508775328,12.54208590440563,0.2909550779756991,9.147789978794139,10.977347974552966,11.15931541823732,111.96400840472867,115.29100137415683,2.608704782572908,0.003094858918160432,0.904319792982194,-456.5604142826149,456.5604142826149,0.14287539623488854,2179.062535219549,2598.742634923049,14.5,False,"SOC floor violated (min 0.003, unmet 457 Wh); did not refill (end SOC 0.904)"
5.0,0.45,1.3,0.34,0.4,0.5,0.18000000000000002,1.5492179662130843,2,mixed,29+29+27+9+5,5,99,19x10E,11.622664711243942,1.9932888508775328,12.54208590440563,0.2909550779756991,9.147789978794139,10.977347974552966,11.15931541823732,111.96400840472867,115.29100137415683,2.608704782572908,0.003094858918160432,0.904319792982194,-456.5604142826149,456.5604142826149,0.14287539623488854,2179.062535219549,2598.742634923049,14.5,False,"SOC floor violated (min 0.003, unmet 457 Wh); did not refill (end SOC 0.904)"
5.5,0.4,1.6,0.28,0.6,0.5,0.24,1.6327806457453082,2,mixed,29+29+21+13+13+7,6,112,18x10E,11.993244117376205,2.0212449033192494,14.96602413211978,0.29989522153878384,9.227994291224176,11.07359314946901,11.25715601387675,113.67375540342763,117.14187775399311,2.084735021414934,0.009703518996320078,0.9999999999999997,-461.7994098673674,461.7994098673674,153.8686387148459,2465.202060046358,2642.273332796164,14.166666666666668,False,"SOC floor violated (min 0.010, unmet 462 Wh)"
