span_m,chord_m,tail_arm_m,elevator_frac,taper_ratio,taper_start_frac,tip_chord_m,y_taper_m,n_packs,cells_per_string,string_plan,n_strings,n_cells,prop,mass_kg,wing_area_m2,aspect_ratio,static_margin,v_stall,v_night,v_day,p_night_w,p_day_w,climb_ms,soc_min,soc_end,margin_wh,unmet_wh,spilled_wh,solar_wh,propulsion_wh,battery_night_h,closed,reason
4.0,0.3,1.6,0.28,0.4,0.5,0.12,1.1589138994069248,2,mixed,19+19+8,3,46,22x12E,9.262598897692785,1.0486045018932464,15.258374316639054,0.300781535975773,11.259238515572022,13.511086218686426,13.73505450559075,71.76098040309304,73.90409769765317,7.58810241140459,0.00866260108770283,0.24915098048312495,-706.0001528533013,4.832133508911599,0.09111070582320124,1012.4937032333256,1619.2298749228435,16.083333333333332,False,"SOC floor violated (min 0.009, unmet 5 Wh); did not refill (end SOC 0.249)"
4.0,0.3,1.6,0.34,0.4,0.5,0.12,1.1589138994069248,2,mixed,19+19+8,3,46,22x12E,9.262598897692785,1.0486045018932464,15.258374316639054,0.300781535975773,11.259238515572022,13.511086218686426,13.73505450559075,71.76098040309304,73.90409769765317,7.58810241140459,0.00866260108770283,0.24915098048312495,-706.0001528533013,4.832133508911599,0.09111070582320124,1012.4937032333256,1619.2298749228435,16.083333333333332,False,"SOC floor violated (min 0.009, unmet 5 Wh); did not refill (end SOC 0.249)"
6.0,0.3,1.6,0.34,0.6,0.0,0.18,0.36332022724263985,2,mixed,26+26,2,52,19x10E,9.980517330150754,1.4835984272691167,24.265326343238158,0.3176231071679016,9.825774516995342,11.79092942039441,11.986383303268992,84.45136476842757,87.53459454287852,3.2041521863936495,0.006258358242540079,0.24685379673448213,-708.2192323544903,182.47921413061738,0.11798363316444119,1144.5580993072372,1930.4708493797177,16.333333333333336,False,"SOC floor violated (min 0.006, unmet 182 Wh); did not refill (end SOC 0.247)"
4.0,0.45,1.3,0.28,0.4,0.0,0.18000000000000002,0.4710318751196979,3,mixed,21+21+21+7,4,70,22x12E,11.373885674635376,1.3871786062823184,11.534203257993212,0.28613169492047663,10.84767555719465,13.01721066863358,13.232992162921905,93.77460967678346,96.44850827564667,6.015402535416939,0.15724696424615733,0.491125875380543,-708.3786065735932,0.0,0.2206547930316122,1540.7512875289733,2153.764420099607,15.333333333333332,False,"SOC floor violated (min 0.157, unmet 0 Wh); did not refill (end SOC 0.491)"
6.0,0.3,1.3,0.34,0.4,0.5,0.12,1.7154242772003512,3,mixed,29+29+12+2,4,72,17x12E,11.590816238627177,1.5687763698960633,22.94782143001371,0.31598506980969104,10.297337330394267,12.35680479647312,12.5616389864918,95.58011101595928,98.2807626324886,2.4258094878456125,0.1422662831550056,0.49105800954681905,-708.4769441666592,0.0,0.3323009178641065,1584.772752886944,2197.5533660276506,15.25,False,"SOC floor violated (min 0.142, unmet 0 Wh); did not refill (end SOC 0.491)"
4.5,0.36,1.3,0.34,0.4,0.0,0.144,0.3901586067935855,3,mixed,20+20+12,3,52,22x12E,10.73380509286932,1.2182742590674143,16.621872989010964,0.30450344413444735,11.244826726755283,13.49379207210634,13.717473680329148,77.5543568106357,79.92231355824445,6.509231505597554,0.289258828572192,0.4901094627604114,-709.8513884601639,0.0,0.26853936914229115,1144.5580993072374,1760.6428768940668,15.833333333333332,False,did not refill (end SOC 0.490)
4.5,0.3,1.6,0.34,0.6,0.0,0.18,0.3161633617503496,2,mixed,18+18,2,36,22x12E,9.20117938741872,1.117939603410042,18.113679789347824,0.30793368877230626,10.86828522566722,13.041942270800664,13.258133731725282,62.828905436895376,64.5784362139704,7.67393954095627,0.10668571815147314,0.24381452562617556,-711.1551682451144,0.0,0.092095843706628,792.3863764434722,1400.4320343878485,16.833333333333332,False,"SOC floor violated (min 0.107, unmet 0 Wh); did not refill (end SOC 0.244)"
5.0,0.36,1.3,0.34,0.6,0.5,0.216,1.4956291289888761,2,mixed,28+28,2,56,19x10E,10.210282207877798,1.6553705945743977,15.10235839753309,0.3003128143040936,9.408485157305414,11.290182188766495,11.477335369697169,93.95541414001035,96.82021467977246,3.070356634146642,0.0034287541848849225,0.24323559766193395,-711.7144126585719,317.02961834342824,0.09563282680813619,1232.6010300231787,2156.1772100301514,16.583333333333332,False,"SOC floor violated (min 0.003, unmet 317 Wh); did not refill (end SOC 0.243)"
4.0,0.4,1.6,0.28,0.4,0.5,0.16000000000000003,1.213620883668245,3,mixed,27+27+18,3,72,22x12E,11.503595962085175,1.4112690120803788,11.337314050716731,0.28508932159267586,10.815842545758104,12.979011054909725,13.194159328307615,95.72772206936828,98.41625574171456,5.933031681577648,0.1406968957494002,0.4886962039544786,-711.8992004699605,0.0,0.30971873299311287,1584.772752886944,2200.9899992978785,15.25,False,"SOC floor violated (min 0.141, unmet 0 Wh); did not refill (end SOC 0.489)"
4.0,0.4,1.6,0.34,0.4,0.5,0.16000000000000003,1.213620883668245,3,mixed,27+27+18,3,72,22x12E,11.503595962085175,1.4112690120803788,11.337314050716731,0.28508932159267586,10.815842545758104,12.979011054909725,13.194159328307615,95.72772206936828,98.41625574171456,5.933031681577648,0.1406968957494002,0.4886962039544786,-711.8992004699605,0.0,0.30971873299311287,1584.772752886944,2200.9899992978785,15.25,False,"SOC floor violated (min 0.141, unmet 0 Wh); did not refill (end SOC 0.489)"
4.5,0.3,1.3,0.34,0.4,0.0,0.12,0.3211396626139514,2,mixed,17+17,2,34,22x12E,8.750130673339102,1.0028051392705113,20.193354827370374,0.3118699097685295,11.190447218253823,13.428536661904587,13.651136555289847,61.100330530820756,62.92061879561684,8.11587935736163,0.12540422344549015,0.24123033521282689,-713.6514961844092,0.0,0.15811931386320427,748.3649110855014,1358.9982599045297,17.083333333333336,False,"SOC floor violated (min 0.125, unmet 0 Wh); did not refill (end SOC 0.241)"
5.0,0.3,1.3,0.34,0.4,0.0,0.12,0.33743891939486287,3,mixed,18+18+10,3,46,22x12E,10.444056664831205,1.1107390054910753,22.507537663131856,0.31539491984793944,11.616546826839793,13.93985619220775,14.17093204062795,72.28899130435515,74.8303259023874,6.738749453422457,0.3306556302610945,0.48613773173313035,-715.6064267186941,0.0,0.18317943081000246,1012.4937032333255,1634.8429123224346,16.166666666666668,False,did not refill (end SOC 0.486)
4.5,0.4,1.6,0.28,1.0,1.0,0.4,2.25,2,mixed,29+29+21+10+10,5,99,19x10E,11.373051410537636,1.8,11.25,0.28461538461538466,9.52249378479712,11.426992541756544,11.61641357738772,129.25212902132748,133.53291011955207,2.619435045993565,0.007458127034580828,0.7397513501825936,-718.1706414359263,718.1706414359263,0.17263148227128272,2179.0625352195498,3019.864662879498,15.166666666666666,False,"SOC floor violated (min 0.007, unmet 718 Wh); did not refill (end SOC 0.740)"
4.5,0.4,1.6,0.34,1.0,1.0,0.4,2.25,2,mixed,29+29+21+10+10,5,99,19x10E,11.373051410537636,1.8,11.25,0.28461538461538466,9.52249378479712,11.426992541756544,11.61641357738772,129.25212902132748,133.53291011955207,2.619435045993565,0.007458127034580828,0.7397513501825936,-718.1706414359263,718.1706414359263,0.17263148227128272,2179.0625352195498,3019.864662879498,15.166666666666666,False,"SOC floor violated (min 0.007, unmet 718 Wh); did not refill (end SOC 0.740)"
5.0,0.3,1.6,0.34,0.4,0.5,0.12,1.42721258952334,2,mixed,26+26,2,52,17x12E,9.611607672215438,1.3068982661142012,19.129262505131685,0.3099628172460683,10.273669158212794,12.328402989855352,12.532766373613883,86.36176002469686,88.68863707859487,2.972038568640051,0.0033014885638945474,0.23500111314960678,-719.6689246974798,210.8527049078621,0.21193599756178827,1144.5580993072372,1970.133818496961,16.5,False,"SOC floor violated (min 0.003, unmet 211 Wh); did not refill (end SOC 0.235)"
4.5,0.36,1.6,0.28,0.6,0.5,0.216,1.334833955011557,2,mixed,25+25+12,3,62,19x10E,10.217173370219303,1.4882160895216643,13.606894954689452,0.295274663606097,9.926149979469573,11.911379975363486,12.108830522608088,108.65830126949565,112.76505704020323,3.0218869366012604,0.008551723148031268,0.23337653780934747,-721.2382644761702,536.8075407526783,0.2468232063411809,1364.6654260970913,2516.888750510415,16.916666666666668,False,"SOC floor violated (min 0.009, unmet 537 Wh); did not refill (end SOC 0.233)"
4.5,0.36,1.6,0.34,0.6,0.5,0.216,1.334833955011557,2,mixed,25+25+12,3,62,19x10E,10.217173370219303,1.4882160895216643,13.606894954689452,0.295274663606097,9.926149979469573,11.911379975363486,12.108830522608088,108.65830126949565,112.76505704020323,3.0218869366012604,0.008551723148031268,0.23337653780934747,-721.2382644761702,536.8075407526783,0.2468232063411809,1364.6654260970913,2516.888750510415,16.916666666666668,False,"SOC floor violated (min 0.009, unmet 537 Wh); did not refill (end SOC 0.233)"
4.5,0.52,1.3,0.28,0.6,0.0,0.312,0.6284588974595883,2,mixed,29+29+29+9+7+2,6,105,19x10E,11.835076674265226,2.0027194506715946,10.111251475192562,0.27768480510524457,9.209242929437767,11.05109151532532,11.234281378453213,130.97347867419103,134.9860776292213,2.4933334346061073,0.0011643530805032273,0.8374867441820741,-721.2428396237245,721.2428396237245,0.3342317864432876,2311.1269312934596,3059.476878775834,15.0,False,"SOC floor violated (min 0.001, unmet 721 Wh); did not refill (end SOC 0.837)"
4.5,0.52,1.3,0.34,0.6,0.0,0.312,0.6284588974595883,2,mixed,29+29+29+9+7+2,6,105,19x10E,11.835076674265226,2.0027194506715946,10.111251475192562,0.27768480510524457,9.209242929437767,11.05109151532532,11.234281378453213,130.97347867419103,134.9860776292213,2.4933334346061073,0.0011643530805032273,0.8374867441820741,-721.2428396237245,721.2428396237245,0.3342317864432876,2311.1269312934596,3059.476878775834,15.0,False,"SOC floor violated (min 0.001, unmet 721 Wh); did not refill (end SOC 0.837)"
4.5,0.36,1.6,0.28,0.6,0.0,0.216,0.38213259298716656,2,mixed,23+23+10,3,56,17x12E,9.859217855401887,1.3510270933901518,14.988596527095828,0.29996488569606317,10.23381711631275,12.280580539575299,12.484151188235304,96.85510128576333,99.34431794830286,2.839970357584027,0.009740292185563205,0.23074727051603494,-723.7781366815102,371.570808767028,0.29841690177773234,1232.601030023179,2222.5692516617232,16.75,False,"SOC floor violated (min 0.010, unmet 372 Wh); did not refill (end SOC 0.231)"
4.5,0.36,1.6,0.34,0.6,0.0,0.216,0.38213259298716656,2,mixed,23+23+10,3,56,17x12E,9.859217855401887,1.3510270933901518,14.988596527095828,0.29996488569606317,10.23381711631275,12.280580539575299,12.484151188235304,96.85510128576333,99.34431794830286,2.839970357584027,0.009740292185563205,0.23074727051603494,-723.7781366815102,371.570808767028,0.29841690177773234,1232.601030023179,2222.5692516617232,16.75,False,"SOC floor violated (min 0.010, unmet 372 Wh); did not refill (end SOC 0.231)"
4.0,0.3,1.3,0.34,0.6,0.0,0.18,0.3327984198905627,2,mixed,16+16+10,3,42,22x12E,8.92008377894894,0.9999358103868674,16.001027099739257,0.30288739281979904,11.314799301884202,13.577759162261042,13.802832661930173,68.70312610679986,70.7996446805981,7.907037415581499,0.036838981413597996,0.2304997328318958,-724.0172580843886,0.0,0.08707563866133701,924.4507725173842,1544.7736257478361,16.416666666666668,False,"SOC floor violated (min 0.037, unmet 0 Wh); did not refill (end SOC 0.230)"
6.0,0.3,1.3,0.34,0.6,0.0,0.18,0.4044425740935926,2,mixed,25+25,2,50,19x10E,9.784783765703454,1.488533108891231,24.18488361795019,0.3175282094443994,9.712808274752176,11.65536992970261,11.848576692959089,82.10879327704473,84.9702308612979,3.2766130492237933,0.004252897007417354,0.2293296984453803,-725.1475113017626,151.41430285334695,0.25500207823970794,1100.5366339492666,1872.3102736629812,16.416666666666668,False,"SOC floor violated (min 0.004, unmet 151 Wh); did not refill (end SOC 0.229)"
4.0,0.4,1.3,0.28,0.6,0.5,0.24,1.2453047623958522,2,mixed,27+27+21,3,75,19x10E,10.145039572727462,1.4792487619833365,10.81630109228392,0.2821478901064903,9.920983212049473,11.905179854459368,12.102527624589307,124.02480662751074,128.78722290398002,2.976525754690044,0.008126993809653734,0.33562418756135376,-726.238267490381,726.238267490381,0.20163863465383494,1650.8049509239008,2892.710349156819,16.416666666666668,False,"SOC floor violated (min 0.008, unmet 726 Wh); did not refill (end SOC 0.336)"
4.0,0.4,1.3,0.34,0.6,0.5,0.24,1.2453047623958522,2,mixed,27+27+21,3,75,19x10E,10.145039572727462,1.4792487619833365,10.81630109228392,0.2821478901064903,9.920983212049473,11.905179854459368,12.102527624589307,124.02480662751074,128.78722290398002,2.976525754690044,0.008126993809653734,0.33562418756135376,-726.238267490381,726.238267490381,0.20163863465383494,1650.8049509239008,2892.710349156819,16.416666666666668,False,"SOC floor violated (min 0.008, unmet 726 Wh); did not refill (end SOC 0.336)"
5.0,0.36,1.6,0.28,0.6,0.5,0.216,1.4709668198479715,2,mixed,28+28,2,56,19x10E,10.380217035868082,1.651819222058108,15.134828113242857,0.3004111600045448,9.496649478623203,11.395979374347844,11.584886316155355,95.99080398233204,99.0194172811544,3.0151164609651935,0.0034140725627065643,0.22700830804492814,-727.3899744285994,350.9356807627431,0.08964614993294025,1232.601030023179,2205.7367419924262,16.75,False,"SOC floor violated (min 0.003, unmet 351 Wh); did not refill (end SOC 0.227)"
5.0,0.36,1.6,0.34,0.6,0.5,0.216,1.4709668198479715,2,mixed,28+28,2,56,19x10E,10.380217035868082,1.651819222058108,15.134828113242857,0.3004111600045448,9.496649478623203,11.395979374347844,11.584886316155355,95.99080398233204,99.0194172811544,3.0151164609651935,0.0034140725627065643,0.22700830804492814,-727.3899744285994,350.9356807627431,0.08964614993294025,1232.601030023179,2205.7367419924262,16.75,False,"SOC floor violated (min 0.003, unmet 351 Wh); did not refill (end SOC 0.227)"
6.0,0.3,1.6,0.34,0.6,0.0,0.18,0.36332022724263985,3,mixed,26+26,2,52,19x12E,11.258517330150754,1.4835984272691167,24.265326343238158,0.3176231071679016,10.43592303365257,12.523107640383083,12.730698571233328,78.46494135179277,80.63176651995482,3.843147890631998,0.279301189513798,0.4763240993776258,-729.8263800018201,0.0,0.16649446475326238,1144.5580993072374,1780.6737625523301,15.916666666666666,False,did not refill (end SOC 0.476)
4.0,0.4,1.3,0.28,0.4,0.5,0.16000000000000003,1.2378385233258826,2,mixed,26+26+21,3,73,19x10E,10.003230973808956,1.417081245598212,11.290813458790572,0.2848378307193081,10.065172501864456,12.078207002237347,12.278422979500933,123.88172620449718,128.92808109419366,3.022976508843197,0.004104729291496521,0.296510076699947,-730.1576664894583,730.1576664894583,0.129427005343274,1606.7834855659298,2890.5885610065225,16.583333333333332,False,"SOC floor violated (min 0.004, unmet 730 Wh); did not refill (end SOC 0.297)"
4.0,0.4,1.3,0.34,0.4,0.5,0.16000000000000003,1.2378385233258826,2,mixed,26+26+21,3,73,19x10E,10.003230973808956,1.417081245598212,11.290813458790572,0.2848378307193081,10.065172501864456,12.078207002237347,12.278422979500933,123.88172620449718,128.92808109419366,3.022976508843197,0.004104729291496521,0.296510076699947,-730.1576664894583,730.1576664894583,0.129427005343274,1606.7834855659298,2890.5885610065225,16.583333333333332,False,"SOC floor violated (min 0.004, unmet 730 Wh); did not refill (end SOC 0.297)"
5.0,0.4,1.6,0.28,0.6,0.0,0.24,0.4486040083947966,2,mixed,28+28,2,56,19x10E,10.43038226754308,1.6717766413431674,14.954150800859422,0.29985849300895845,9.462577196505826,11.355092635806992,11.543321813248273,96.59607983311994,99.60902614272052,2.9961529433412277,0.004421417743920778,0.22353844920323718,-730.7418580696728,362.16444701526086,0.2542988693747882,1232.601030023179,2220.1497767394794,16.75,False,"SOC floor violated (min 0.004, unmet 362 Wh); did not refill (end SOC 0.224)"
5.0,0.4,1.6,0.34,0.6,0.0,0.24,0.4486040083947966,2,mixed,28+28,2,56,19x10E,10.43038226754308,1.6717766413431674,14.954150800859422,0.29985849300895845,9.462577196505826,11.355092635806992,11.543321813248273,96.59607983311994,99.60902614272052,2.9961529433412277,0.004421417743920778,0.22353844920323718,-730.7418580696728,362.16444701526086,0.2542988693747882,1232.601030023179,2220.1497767394794,16.75,False,"SOC floor violated (min 0.004, unmet 362 Wh); did not refill (end SOC 0.224)"
4.0,0.3,1.3,0.28,0.6,0.5,0.18,1.1828288891427603,2,mixed,20+20,2,40,22x12E,9.00421288159742,1.1019394666971312,14.519853842749795,0.2984737730756048,10.82910232549919,12.994922790599027,13.210334826963587,67.30780359105617,69.09308158486728,7.800478416495101,0.050656437987349666,0.22232236976711647,-731.9165908049655,0.0,0.27394947882091475,880.4293071594138,1508.6280979727712,16.583333333333332,False,"SOC floor violated (min 0.051, unmet 0 Wh); did not refill (end SOC 0.222)"
4.0,0.3,1.3,0.34,0.6,0.5,0.18,1.1828288891427603,2,mixed,20+20,2,40,22x12E,9.00421288159742,1.1019394666971312,14.519853842749795,0.2984737730756048,10.82910232549919,12.994922790599027,13.210334826963587,67.30780359105617,69.09308158486728,7.800478416495101,0.050656437987349666,0.22232236976711647,-731.9165908049655,0.0,0.27394947882091475,880.4293071594138,1508.6280979727712,16.583333333333332,False,"SOC floor violated (min 0.051, unmet 0 Wh); did not refill (end SOC 0.222)"
4.0,0.36,1.6,0.28,0.4,0.0,0.144,0.33049322809804865,2,mixed,17+17+10,3,44,22x12E,9.32320049850111,1.0793865372691784,14.823234724123584,0.2994496209835451,11.13377557046722,13.360530684560663,13.582003267972585,71.09858636533687,73.14676943160171,7.535460256423491,0.009429113750152382,0.2200406423760073,-734.120739464777,3.559956656484655,0.20764686408282174,968.4722378753551,1602.0688096094486,16.333333333333336,False,"SOC floor violated (min 0.009, unmet 4 Wh); did not refill (end SOC 0.220)"
4.0,0.36,1.6,0.34,0.4,0.0,0.144,0.33049322809804865,2,mixed,17+17+10,3,44,22x12E,9.32320049850111,1.0793865372691784,14.823234724123584,0.2994496209835451,11.13377557046722,13.360530684560663,13.582003267972585,71.09858636533687,73.14676943160171,7.535460256423491,0.009429113750152382,0.2200406423760073,-734.120739464777,3.559956656484655,0.20764686408282174,968.4722378753551,1602.0688096094486,16.333333333333336,False,"SOC floor violated (min 0.009, unmet 4 Wh); did not refill (end SOC 0.220)"
5.0,0.3,1.3,0.34,0.6,0.0,0.18,0.3704226647042824,3,mixed,21+21,2,42,22x12E,10.57039342451707,1.2444507197645138,20.089184411200087,0.3116921339142135,11.040917723846826,13.249101268616192,13.468726727748399,69.68762936261439,71.78111938454042,6.648646776935127,0.34736833742551276,0.4715304233833154,-736.772416517576,0.0,0.14651416887965732,924.450772517384,1568.2042798671803,16.5,False,did not refill (end SOC 0.472)
5.5,0.36,1.6,0.34,0.4,0.0,0.144,0.3835149184829639,2,mixed,26+26,2,52,19x10E,9.97666322101407,1.4688392223923201,20.594493623836772,0.3125376910323436,9.87310998097956,11.847731977175473,12.044127455057895,88.06759256890834,91.35745409446282,3.188777606700249,0.003619362665215194,0.21552574370894523,-738.4821315771588,239.8538647467507,0.13233849239324985,1144.5580993072374,2018.0220279683342,16.583333333333332,False,"SOC floor violated (min 0.004, unmet 240 Wh); did not refill (end SOC 0.216)"
5.0,0.3,1.3,0.34,1.0,1.0,0.3,2.5,3,mixed,29+29+12+1,4,71,19x12E,11.483684518415998,1.5,16.666666666666668,0.3046153846153847,10.481982884413776,12.578379461296532,12.78688661271141,95.97769061540255,98.57937232610197,3.683930907020146,0.13593674484092338,0.47017447998714096,-738.7371784986326,0.0,0.16105465286513027,1562.7620202079593,2206.0124829290535,15.333333333333332,False,"SOC floor violated (min 0.136, unmet 0 Wh); did not refill (end SOC 0.470)"
5.5,0.3,1.3,0.34,0.4,0.5,0.12,1.5814564984119155,3,mixed,27+27,2,54,19x12E,11.005841944218592,1.4396621697141447,21.01187392178705,0.313205443032607,10.474415286218898,12.569298343462677,12.777654960540676,80.66674475849906,82.91011351132107,3.9235751861383696,0.260444968792534,0.4694718232747553,-739.7553280748797,0.0,0.29322367038015307,1188.5795646652082,1834.3227190186979,15.833333333333332,False,did not refill (end SOC 0.469)
4.5,0.36,1.6,0.28,1.0,1.0,0.36,2.25,2,mixed,26+26+12,3,64,19x10E,10.498359617476012,1.6199999999999999,12.500000000000002,0.2907692307692308,9.6438770438625,11.572652452635,11.76448803881985,115.34886825269064,119.27979338641708,2.902605294141462,0.0016176441621096691,0.21375314475696994,-740.1944621647671,632.7017577254536,0.1731320620210397,1408.6868914550619,2675.5617369061774,17.083333333333336,False,"SOC floor violated (min 0.002, unmet 633 Wh); did not refill (end SOC 0.214)"
4.5,0.36,1.6,0.34,1.0,1.0,0.36,2.25,2,mixed,26+26+12,3,64,19x10E,10.498359617476012,1.6199999999999999,12.500000000000002,0.2907692307692308,9.6438770438625,11.572652452635,11.76448803881985,115.34886825269064,119.27979338641708,2.902605294141462,0.0016176441621096691,0.21375314475696994,-740.1944621647671,632.7017577254536,0.1731320620210397,1408.6868914550619,2675.5617369061774,17.083333333333336,False,"SOC floor violated (min 0.002, unmet 633 Wh); did not refill (end SOC 0.214)"
4.5,0.3,1.6,0.34,0.4,0.5,0.12,1.293317848355444,3,mixed,22+22+10,3,54,22x12E,10.853298500523424,1.17779721270398,17.193112516805986,0.30588727477935107,11.499899950375413,13.799879940450495,14.028635454235419,80.56382517711933,83.23812958064767,6.429737583589011,0.2615364772721033,0.4687943289057736,-740.737017415534,0.0,0.23855432549238742,1188.5795646652082,1835.3719568796846,15.833333333333332,False,did not refill (end SOC 0.469)
6.0,0.36,1.6,0.34,0.4,0.0,0.144,0.3995382367315819,3,mixed,29+29+12,3,70,17x12E,11.726307911809092,1.5983002591340216,22.523928025579647,0.3154173027089611,10.261241554404158,12.31348986528499,12.517606039684603,95.36970396866697,97.8953531646055,2.3962158487051464,0.14015112112904646,0.4656143152387851,-745.3448572190005,0.0,0.10008438561837707,1540.7512875289733,2190.761854946143,15.333333333333332,False,"SOC floor violated (min 0.140, unmet 0 Wh); did not refill (end SOC 0.466)"
4.0,0.36,1.6,0.28,0.6,0.5,0.216,1.1980636454752494,2,mixed,22+22+12,3,56,18x12E,9.8342917879938,1.3245211649484359,12.079837169399166,0.2888428342089619,10.322634326714628,12.387161192057553,12.592498588835896,99.34698433004202,101.92905031261682,3.5321332413802824,0.005720121001838696,0.20829437130332454,-745.4676373209885,409.9080769171527,0.2101469682789651,1232.6010300231787,2282.6172579642484,16.916666666666668,False,"SOC floor violated (min 0.006, unmet 410 Wh); did not refill (end SOC 0.208)"
4.0,0.36,1.6,0.34,0.6,0.5,0.216,1.1980636454752494,2,mixed,22+22+12,3,56,18x12E,9.8342917879938,1.3245211649484359,12.079837169399166,0.2888428342089619,10.322634326714628,12.387161192057553,12.592498588835896,99.34698433004202,101.92905031261682,3.5321332413802824,0.005720121001838696,0.20829437130332454,-745.4676373209885,409.9080769171527,0.2101469682789651,1232.6010300231787,2282.6172579642484,16.916666666666668,False,"SOC floor violated (min 0.006, unmet 410 Wh); did not refill (end SOC 0.208)"
5.5,0.36,1.3,0.34,0.4,0.0,0.144,0.4282951994852384,2,mixed,25+25,2,50,19x10E,9.792288732923275,1.4785117630888114,20.459762820421293,0.31231632328595216,9.749406136960472,11.699287364352566,11.89322213070551,85.54315953903787,88.5787705323411,3.2582011731381098,0.008837895112402443,0.2070701414766205,-746.6502433335846,212.70739470104743,0.28669588731357365,1100.5366339492666,1955.0440086383594,16.75,False,"SOC floor violated (min 0.009, unmet 213 Wh); did not refill (end SOC 0.207)"
4.0,0.36,1.6,0.28,0.4,0.5,0.144,1.1916324633003623,2,mixed,21+21+10,3,52,19x12E,9.703490668456137,1.2653926120728782,12.644296993160022,0.2914012812083851,10.490587204991382,12.588704645989658,12.79738295417833,90.8216818462929,93.22534594402036,4.391551410269907,0.007166920092239421,0.20550207382804891,-748.1649966821047,289.14575373751626,0.13757878614505495,1144.5580993072374,2076.946623678074,16.833333333333332,False,"SOC floor violated (min 0.007, unmet 289 Wh); did not refill (end SOC 0.206)"
4.0,0.36,1.6,0.34,0.4,0.5,0.144,1.1916324633003623,2,mixed,21+21+10,3,52,19x12E,9.703490668456137,1.2653926120728782,12.644296993160022,0.2914012812083851,10.490587204991382,12.588704645989658,12.79738295417833,90.8216818462929,93.22534594402036,4.391551410269907,0.007166920092239421,0.20550207382804891,-748.1649966821047,289.14575373751626,0.13757878614505495,1144.5580993072374,2076.946623678074,16.833333333333332,False,"SOC floor violated (min 0.007, unmet 289 Wh); did not refill (end SOC 0.206)"
5.0,0.36,1.6,0.34,0.6,0.0,0.216,0.4019128346549774,2,mixed,27+27,2,54,19x10E,10.053298944500272,1.4978754481903167,16.690306280274616,0.3046742183578066,9.81442581381303,11.777310976575635,11.97253911153602,95.04502749663288,98.41740946602381,3.130840316498745,0.009046002495222465,0.2035134786635421,-750.0859796110184,351.41603692999047,0.18119465626892503,1188.5795646652082,2184.96836553571,16.916666666666668,False,"SOC floor violated (min 0.009, unmet 351 Wh); did not refill (end SOC 0.204)"
4.0,0.45,1.3,0.28,0.6,0.0,0.27,0.5098574397874889,2,mixed,25+25+21,3,71,19x10E,10.237063486705479,1.531774339161748,10.44540281877021,0.2798751487862705,9.793518604671624,11.752222325605947,11.947034575263888,124.71039776126129,129.26954333789254,2.942951793618424,0.001437880632813783,0.257894011710072,-751.6709700726356,751.6709700726356,0.2600915290495559,1562.76202020796,2905.343494104735,16.916666666666668,False,"SOC floor violated (min 0.001, unmet 752 Wh); did not refill (end SOC 0.258)"
4.0,0.45,1.3,0.34,0.6,0.0,0.27,0.5098574397874889,2,mixed,25+25+21,3,71,19x10E,10.237063486705479,1.531774339161748,10.44540281877021,0.2798751487862705,9.793518604671624,11.752222325605947,11.947034575263888,124.71039776126129,129.26954333789254,2.942951793618424,0.001437880632813783,0.257894011710072,-751.6709700726356,751.6709700726356,0.2600915290495559,1562.76202020796,2905.343494104735,16.916666666666668,False,"SOC floor violated (min 0.001, unmet 752 Wh); did not refill (end SOC 0.258)"
4.5,0.3,1.6,0.28,1.0,1.0,0.3,2.25,3,mixed,28+28,2,56,22x12E,11.100119040884763,1.3499999999999999,15.000000000000002,0.29999999999999993,10.862890034339712,13.035468041207654,13.251552181219099,82.99514024034794,85.31788288519779,6.23095749563455,0.24029030771378942,0.4608368198985268,-752.2674479670345,0.0,0.10891740244399153,1232.601030023179,1890.852430701289,15.833333333333332,False,did not refill (end SOC 0.461)
4.5,0.3,1.6,0.34,1.0,1.0,0.3,2.25,3,mixed,28+28,2,56,22x12E,11.100119040884763,1.3499999999999999,15.000000000000002,0.29999999999999993,10.862890034339712,13.035468041207654,13.251552181219099,82.99514024034794,85.31788288519779,6.23095749563455,0.24029030771378942,0.4608368198985268,-752.2674479670345,0.0,0.10891740244399153,1232.601030023179,1890.852430701289,15.833333333333332,False,did not refill (end SOC 0.461)
4.5,0.3,1.6,0.34,0.6,0.5,0.18,1.2993035492544234,2,mixed,23+23,2,46,19x12E,9.459696659405038,1.2359164259105309,16.38460301640648,0.3039002931312639,10.480753390608445,12.576904068730133,12.785386763107267,77.87767672988078,79.89483021128348,4.584291376057078,0.006030030830792508,0.20018773356071615,-753.2986493803481,102.72268223378707,0.24207750252970445,1012.4937032333254,1764.0247965042113,16.583333333333332,False,"SOC floor violated (min 0.006, unmet 103 Wh); did not refill (end SOC 0.200)"
4.5,0.4,1.6,0.28,1.0,1.0,0.4,2.25,2,mixed,29+29+21+10+10+7,6,106,19x10E,11.537051410537636,1.8,11.25,0.28461538461538466,9.590905473306286,11.509086567967543,11.699868445955724,132.77646434169503,137.30876540252183,2.5722355512839115,0.00968598324994693,0.844592215558624,-753.9403888248823,753.9403888248823,0.25098943951470665,2333.1376639724463,3107.425853748119,15.0,False,"SOC floor violated (min 0.010, unmet 754 Wh); did not refill (end SOC 0.845)"
