span_m,chord_m,tail_arm_m,vstab_arm_m,elevator_frac,taper_ratio,taper_start_frac,washout_tip_deg,washout_start_frac,y_washout_m,tip_chord_m,y_taper_m,boom_spacing_m,boom_spacing_set_m,hstab_chord_m,tail_volume_h,tail_volume_v,aileron_y_inner_m,aileron_span_each_m,roll_rate_deg_s,roll_aileron_deg_s,roll_elevon_deg_s,cn_beta,cn_r,cn_r_control,izz_kgm2,yaw_rate_deg_s,yaw_rate_max_deg_s,yaw_rate_level_deg_s,yaw_correct_s,incidence_wing_deg,incidence_hstab_deg,n_packs,cells_per_string,one_string_per_bay,string_plan,n_strings,n_cells,inboard_cells,outboard_cells,hstab_cells,motor,prop,mass_kg,wing_area_m2,aspect_ratio,static_margin,rudder_span_m,rudder_installed_fraction,rudder_required_fraction,rudder_installed_chord_m,rudder_required_chord_m,rudder_installed_area_m2,rudder_required_area_m2,rudder_available_moment_nm,rudder_required_moment_nm,rudder_sideslip_margin,rudder_rate_margin,rudder_sizing_ok,v_stall,v_night,v_day,p_night_w,p_day_w,climb_ms,soc_min,morning_soc,next_morning_soc,morning_soc_change,morning_charge_hour,objective_soc,soc_end,soc_start,cycle_wh,margin_wh,unmet_wh,spilled_wh,solar_wh,propulsion_wh,battery_night_h,closed,reason,boom_length_m,aft_boom_length_m,fuselage_length_m,packing_ok,optimizer_score
6.0,0.3906037407627227,2.0,2.2255921090484705,0.4,0.4194444525609495,0.0868377599405121,0.0,0.1404779165926351,3.0,0.16383657221247924,1.2695575550872704,2.21,2.21,0.19267119702827132,0.5,0.03,1.546184438622885,1.413815561377115,35.811526566749485,35.811526566749485,0.0,0.07270542998307808,-0.053937543751771545,-0.07188758450538889,14.707852366006222,41.70499390105982,41.70499390105982,17.36009968257588,0.5292544356031152,3.809004900327672,-0.409664588554918,2,one_per_bay,True,51+18+18,3,87,51,18,0,A40-12L-V4-kv410-direct,MJ-20x13E,10.207494400559463,1.9512149110043158,18.45004350723741,0.298161704909209,0.48653226768221025,0.3,0.10222589330158546,0.09730645353644204,0.033157463789240026,0.04734272949919877,0.016132176047969723,10.877887111339609,6.3498633203119335,0.713089961565541,7.340998780211965,True,8.686851258296388,11.292906635785304,11.480104978868132,76.54814263450757,77.5639085371147,10.34774278298768,0.3644870020024199,0.36448700254370964,0.3644870020024199,-5.412897352563562e-10,7.75,0.3644870020024199,0.3644870020024199,0.36448700254370964,-7.949278645808717e-07,241.56249922449973,0.0,109.1304787388491,1964.4699600294664,1727.6516708884658,13.666666666666666,True,ok,2.456820560650821,0.0,1.0906037407627227,True,-36.44870020024199
6.0,0.3904866584643516,2.0,2.226467189027231,0.4,0.4194444525609495,0.1116755161958888,0.006561063515615,0.0,1.105,0.1637874626919344,1.3166251031912093,2.21,2.21,0.19358021739652012,0.5,0.03,1.5655653082016574,1.3944346917983426,35.515614207801775,35.515614207801775,0.0,0.07270542998307808,-0.053958751440480006,-0.07187699695920806,14.816679101777986,41.670005889078496,41.670005889078496,17.356176071193982,0.5303049602549332,3.8132152684032117,-0.4582941313118651,2,one_per_bay,True,51+19+19,3,89,51,19,0,A40-12L-V4-kv410-direct,MJ-20x13E,10.240028971625165,1.961300215496081,18.355170572851005,0.30077600398261445,0.4876921558979255,0.3,0.10213647760346602,0.09753843117958509,0.03320743930550301,0.04756872778487328,0.016195007666750274,10.912558439814616,6.36731584559033,0.7138396624964165,7.334001177815699,True,8.67828518702071,11.281770743126925,11.468784490629389,76.7796077454536,77.79840641468584,10.3047773523891,0.3640551691713514,0.36405516923358705,0.3640551691713514,-6.223566106910994e-11,7.666666666666667,0.3640551691713514,0.3640551691713514,0.36405516923358705,-9.139811441466923e-08,240.92831769860285,0.0,148.42030802547166,2009.6301889956608,1733.3230720287286,13.583333333333332,True,ok,2.458670205340133,0.0,1.0904866584643516,True,-36.40551691713514
6.0,0.3927231171242862,2.0,2.2267391503318708,0.3963325586085483,0.4182595780177005,0.09262850917055024,0.0,0.14918077178970174,3.0,0.16426020524619991,1.2805310248781927,2.21,2.21,0.19388858931808806,0.5,0.03,1.5594383761893091,1.4005616238106908,35.490572186440524,35.490572186440524,0.0,0.07270542998307808,-0.05396534246167753,-0.0718846576896236,14.83089550332935,41.64963468556302,41.64963468556302,17.347650615249506,0.530473235202954,3.8141967327438895,-0.3985326773853689,2,one_per_bay,True,51+19+19,3,89,51,19,0,A40-12L-V4-kv410-direct,MJ-20x13E,10.243696390185837,1.9635038138053602,18.334570957736187,0.2978704291909678,0.48793625007875735,0.3,0.1021368184286684,0.09758725001575147,0.033224170786039585,0.04761635682818392,0.016211277305316355,10.916466721663962,6.36960689755925,0.7138368029975302,7.329926937112605,True,8.674967125423462,11.277457263050502,11.464399507586611,76.80218961788651,77.82022888440207,10.297577393027042,0.3638450267399959,0.3638450268041484,0.3638450267399959,-6.415246112112527e-11,7.666666666666667,0.3638450267399959,0.3638450267399959,0.3638450268041484,-9.421309070727417e-08,240.6197064995818,0.0,147.88349553614688,2009.6301889956608,1733.8571265221435,13.583333333333332,True,ok,2.4586824442556456,0.0,1.0927231171242862,True,-36.38450267399959
6.0,0.3926403890565663,1.9999884092096616,2.2269319386172324,0.3936245619231019,0.4203048567414314,0.09646129247780433,0.0,0.17293506085865332,3.0,0.16502866247332,1.2877941492454392,2.21,2.21,0.19409346286198234,0.5,0.029999999999999995,1.5655795164511654,1.3944204835488345,35.35029128999061,35.35029128999061,0.0,0.07270542998307807,-0.05397001471340518,-0.0718874097112663,14.84538864458344,41.628882935392035,41.628882935392035,17.340235996252535,0.5306329023860386,3.8152563602791694,-0.4087887088848092,2,one_per_bay,True,51+19+19,3,89,51,19,0,A40-12L-V4-kv410-direct,MJ-20x13E,10.247932881799693,1.9661242043832161,18.310135198856063,0.29842952503135584,0.48824059358550936,0.3,0.10212648492400722,0.09764811871710186,0.03324153041339924,0.0476757754449461,0.016229864540728806,10.92098145130429,6.371918821633957,0.7139235067190972,7.325776587078407,True,8.670976806299416,11.272269848189241,11.459126102864793,76.83111070963776,77.8482267452111,10.289089768068022,0.3635758920483003,0.3635758921149116,0.3635758920483003,-6.66112720537626e-11,7.666666666666667,0.3635758920483003,0.3635758920483003,0.3635758921149116,-9.782405392490068e-08,240.22446038309508,0.0,147.1953901992327,2009.6301889956608,1734.5416157351983,13.583333333333332,True,ok,2.459114688390787,0.0,1.0926403890565664,True,-36.357589204830035
6.0,0.3940234812888461,1.9766571838363232,2.2045416706650194,0.3835252312435285,0.4,0.0965567620677635,0.0,0.5795349402214032,3.0,0.15760939251553846,1.2879750641184118,2.21,2.21,0.1949852863340012,0.5,0.03,1.538524421607757,1.421475578392243,36.09237833325919,36.09237833325919,0.0,0.07270542998307808,-0.053427383360437834,-0.07110151079375046,14.717358431788155,42.10104975256766,42.10104975256766,17.564022430396843,0.5287020781113155,3.813220261610994,-0.37959488817818987,2,one_per_bay,True,51+18+18,3,87,51,18,0,A40-12L-V4-kv410-direct,MJ-20x13E,10.218694957623063,1.9593940725594505,18.373026898552954,0.29686153624453815,0.4898731324898504,0.3,0.10190119998662427,0.09797462649797008,0.03327910669461489,0.04799513718708371,0.01630254024295495,10.889823282013909,6.346727527574082,0.7158170466121052,7.420209950513533,True,8.673456121935118,11.275492958515654,11.462402641500862,76.66604774088388,77.67969076816239,10.322034325955023,0.36338311128316075,0.36338311194228795,0.36338311128316075,-6.591271972666846e-10,7.75,0.36338311128316075,0.36338311128316075,0.36338311194228795,-9.679817319318506e-07,239.94134619861478,0.0,106.31015536094442,1964.4699600294664,1730.4594570630927,13.666666666666666,True,ok,2.4372693797390923,0.0,1.094023481288846,True,-36.33831112831608
6.0,0.3921150385117938,2.0,2.2271325217480737,0.4,0.4,0.1326575928738376,0.0,0.0,3.0,0.15684601540471754,1.3563861384959224,2.21,2.21,0.19435379854304896,0.5,0.03,1.5593555364363278,1.4006444635636721,35.911011533113246,35.911011533113246,0.0,0.07270542998307808,-0.05397487587433023,-0.07187327829937658,14.846606550923111,41.63915823930082,41.63915823930082,17.344923775663105,0.5306322077861126,3.8169225278576557,-0.4682858560682963,2,one_per_bay,True,51+19+19,3,89,51,19,0,A40-12L-V4-kv410-direct,MJ-20x13E,10.248308228274352,1.965998803509449,18.31130310747769,0.3013827779826135,0.488203037063707,0.3,0.10212305754254722,0.0976406074127414,0.033237857897668845,0.047668441079645456,0.016226823171133848,10.921381449229223,6.372045276937698,0.7139522672189584,7.327831647860165,True,8.671412137837441,11.272835779188673,11.459701415093416,76.86392603832081,77.88214380936152,10.288962639410451,0.3632705172510634,0.36327051732052906,0.3632705172510634,-6.946565545007388e-11,7.666666666666667,0.3632705172510634,0.3632705172510634,0.36327051732052906,-1.0201594737887539e-07,239.77599273323398,0.0,146.39219995234774,2009.6301889956608,1735.340660034704,13.583333333333332,True,ok,2.4596653004816336,0.0,1.0921150385117937,True,-36.327051725106344
6.0,0.3906037407627227,2.0,2.2255921090484705,0.4,0.4194444525609495,0.0868377599405121,0.0,0.1404779165926351,3.0,0.16383657221247924,1.2695575550872704,2.21,2.21,0.19267119702827132,0.5,0.03,1.546184438622885,1.413815561377115,35.73601730147712,35.73601730147712,0.0,0.07270542998307808,-0.053937543751771545,-0.07193497632369457,14.681313274128032,41.589640222260186,41.589640222260186,17.296887248859402,0.5299679129761197,3.808870103032679,-0.40986522079713317,2,one_per_bay,True,51+18+18,3,87,51,18,0,A40-12L-V4-kv410-direct,MJ-20x11EWL,10.164494400559462,1.9512149110043158,18.45004350723741,0.29816183222221526,0.48653226768221025,0.3,0.1023539001127073,0.09730645353644204,0.03319898341863595,0.04734272949919877,0.016152376687413043,10.832063020976946,6.327071591738863,0.7120184059747583,7.317928044452039,True,8.668534871955757,11.269095333542484,11.455898965461014,76.68271330180245,77.88013681291373,10.320170731829913,0.36322707819082534,0.3632270789348827,0.36322707819082534,-7.440573712713672e-10,7.75,0.36322707819082534,0.36322707819082534,0.3632270789348827,-1.0927085786880518e-06,239.7121989511884,0.0,104.01607581833858,1964.4699600294664,1732.7584955247414,13.666666666666666,True,ok,2.456820560650821,0.0,1.0906037407627227,True,-36.32270781908253
6.0,0.395002059956787,2.0,2.227559943461621,0.4,0.4194444525609495,0.0848019221973179,0.0,0.0,3.0,0.16568142279902187,1.2656996425639173,2.21,2.21,0.19476035838867314,0.5,0.03,1.566689832281531,1.393310167718469,35.19034155856143,35.19034155856143,0.0,0.07270542998307808,-0.05398523450081942,-0.07189257533881876,14.882142098477953,41.581286904018306,41.581286904018306,17.324825602524058,0.531044847240817,3.8178769218699062,-0.5430096454797095,2,one_per_bay,True,51+19+19,3,89,51,19,0,A40-12L-V4-kv410-direct,MJ-20x13E,10.25811059736002,1.97230149675054,18.252787446195068,0.3051990779450804,0.4889380480398618,0.3,0.10208931478030063,0.09778760960797235,0.03327690019627147,0.04781208296420604,0.016270342626782265,10.931827603804797,6.377086256093545,0.7142354932645023,7.316257380803661,True,8.661685277951513,11.260190861336968,11.44684688710797,76.89250744104149,77.90737576622507,10.269073160295012,0.36300454189534115,0.36300454196716236,0.36300454189534115,-7.182121564142108e-11,7.666666666666667,0.36300454189534115,0.36300454189534115,0.36300454196716236,-1.0547527851123562e-07,239.38538635778644,0.0,145.737278207819,2009.6301889956608,1735.9917236390008,13.583333333333332,True,ok,2.4598231251399207,0.0,1.095002059956787,True,-36.300454189534115
6.0,0.3929591742650853,2.0,2.2270484210346484,0.3440954533802492,0.4,0.1202753026013946,0.0,0.8479496587679556,3.0,0.15718366970603415,1.3329216984296428,2.21,2.21,0.19427549092814705,0.5,0.03,1.553025102414089,1.4069748975859109,35.92759322784805,35.92759322784805,0.0,0.07270542998307808,-0.053972837681486405,-0.07189204060385894,14.787956969389207,41.60524137126546,41.60524137126546,17.32438238654313,0.5301420113443959,3.816055985705379,-0.45006368665166263,2,one_per_bay,True,51+18+18,3,87,51,18,0,A40-12L-V4-kv410-direct,MJ-20x13E,10.230193196003444,1.9646988178983147,18.32341917857418,0.30045328741885974,0.4880508170501748,0.3,0.10217702566392278,0.09761016341003494,0.03324505390602279,0.04763872000466863,0.016225275721711528,10.90207668467795,6.362462466186216,0.713499567599472,7.321048274253091,True,8.666610705671083,11.266593917372408,11.453356084238802,76.71056002765445,77.72221968475559,10.303193334217033,0.362966359811256,0.36296636051448733,0.362966359811256,-7.0323130652028e-10,7.75,0.362966359811256,0.362966359811256,0.36296636051448733,-1.0327521923796138e-06,239.3293128714628,0.0,105.25714303582596,1964.4699600294664,1731.507257120427,13.666666666666666,True,ok,2.4592815602358122,0.0,1.0929591742650853,True,-36.296635981125604
6.0,0.3968192448589934,2.0,2.2273842553665752,0.3791984191123939,0.4125027829966905,0.0671508196945495,0.0,0.0,3.0,0.16368904285097996,1.2322508033211712,2.21,2.21,0.19461832404353124,0.5,0.030000000000000002,1.549705873949577,1.410294126050423,35.47261954214258,35.47261954214258,0.0,0.0727054299830781,-0.053980976674655005,-0.0719083349956609,14.812510697562438,41.56544539617074,41.56544539617074,17.31018154113131,0.5304371433323278,3.8164975416545346,-0.4808329792174809,2,one_per_bay,True,51+18+18,3,87,51,18,0,A40-12L-V4-kv410-direct,MJ-20x13E,10.236583297448322,1.9687997418327217,18.2852522961468,0.30205726731625593,0.48852307402261896,0.3,0.1021570596530193,0.09770461480452378,0.03327072054320336,0.04773095877050185,0.016253514674713206,10.908886465748575,6.365814610416194,0.7136670062459385,7.313089079234148,True,8.660283391292403,11.258368408680123,11.444994224326424,76.7214229328115,77.73073491705495,10.290249898094249,0.3628646542955388,0.3628646550088481,0.3628646542955388,-7.133093005151636e-10,7.75,0.3628646542955388,0.3628646542955388,0.3628646550088481,-1.0475525436957487e-06,239.1799500752389,0.0,105.01931614080178,1964.4699600294664,1731.743707558003,13.666666666666666,True,ok,2.459013175693264,0.0,1.0968192448589933,True,-36.286465429553886
