span_m,chord_m,tail_arm_m,vstab_arm_m,elevator_frac,taper_ratio,taper_start_frac,washout_tip_deg,washout_start_frac,y_washout_m,tip_chord_m,y_taper_m,boom_spacing_m,boom_spacing_set_m,hstab_chord_m,tail_volume_h,tail_volume_v,aileron_y_inner_m,aileron_span_each_m,roll_rate_deg_s,roll_aileron_deg_s,roll_elevon_deg_s,cn_beta,cn_r,cn_r_control,izz_kgm2,yaw_rate_deg_s,yaw_rate_max_deg_s,yaw_rate_level_deg_s,yaw_correct_s,incidence_wing_deg,incidence_hstab_deg,n_packs,cells_per_string,one_string_per_bay,string_plan,n_strings,n_cells,inboard_cells,outboard_cells,hstab_cells,motor,prop,mass_kg,wing_area_m2,aspect_ratio,static_margin,v_stall,v_night,v_day,p_night_w,p_day_w,climb_ms,soc_min,morning_soc,next_morning_soc,morning_soc_change,morning_charge_hour,objective_soc,soc_end,soc_start,cycle_wh,margin_wh,unmet_wh,spilled_wh,solar_wh,propulsion_wh,battery_night_h,closed,reason,boom_length_m,aft_boom_length_m,fuselage_length_m,packing_ok,optimizer_score
6.0,0.3941176098850896,1.7847348780555805,1.998765297356634,0.2884937300187901,0.4206787310437893,0.4155665845866705,0.0,0.5645314849990523,3.0,0.16579689600847067,1.5506051297749428,1.04,1.04,0.20301218771868176,0.5222704984322105,0.030000000000000002,1.6819925158521798,1.2780074841478202,35.45982737468461,34.42021760726293,1.0396097674216782,0.0727054299830781,-0.04844036345985633,-0.06731037019047917,17.68410673028433,7.803197656660102,115.38336486701935,0.0,1.4907741712707374,3.846846539733161,-0.20534875357473306,2,one_per_bay,True,36+36+24+8,4,104,24,36,8,A40-12L-V4-kv410-direct,16x12E,11.04453507085037,2.033778787851643,17.701040159843615,0.3235592209172632,8.850691960568007,11.505899548738409,11.696628596685725,89.64387307762544,91.35558126666287,11.679956655448974,0.25714107593322066,0.25714107602283964,0.25714107593322066,-8.961897890458204e-11,7.666666666666667,0.25714107593322066,0.25714107593322066,0.25714107602283964,-1.316127369250737e-07,83.91630306814533,0.0,168.0773933064227,2348.3319062421215,2049.283247498825,13.583333333333332,True,"FLAG 16x12E: shaft power table 34.2 W vs similarity 28.7 W (16%) at 2479 rpm, 11.51 m/s; FLAG 16x12E: shaft power table 34.8 W vs similarity 29.3 W (16%) at 2524 rpm, 11.70 m/s",2.174238772129789,0.0,1.0941176098850895,True,-25.714107593322066
6.0,0.3918573096539447,1.7330869479352065,1.947883350416889,0.2898360887489649,0.4,0.4197513431252727,0.0,0.8238854890020143,3.0,0.1567429238615779,1.5609833309506762,1.04,1.04,0.2033959233298535,0.5169338180509678,0.03,1.6480154735764514,1.3119845264235486,36.71510059069159,35.64272614770053,1.0723744429910604,0.07270542998307808,-0.04720723218297956,-0.06565177774022564,17.467715982779776,8.035907068386258,119.09637868033595,0.0,1.4763283272620618,3.8420145175855525,-0.22602103862961953,2,one_per_bay,True,36+36+24+8,4,104,24,36,8,A40-12L-V4-kv410-direct,16x12E,11.001355026988598,2.012810337635159,17.885440732730054,0.31959732303853117,8.879265174088884,11.54304472631555,11.734389516154677,89.67253531261973,91.40025675622915,11.759680221949427,0.2568724478831031,0.2568724479756986,0.2568724478831031,-9.259548683360208e-11,7.75,0.2568724478831031,0.2568724478831031,0.2568724479756986,-1.3598398015732034e-07,83.52180099589496,0.0,167.2183611097241,2348.3319062421215,2050.137945873814,13.583333333333332,True,"FLAG 16x12E: shaft power table 34.2 W vs similarity 28.6 W (16%) at 2483 rpm, 11.54 m/s; FLAG 16x12E: shaft power table 34.9 W vs similarity 29.3 W (16%) at 2527 rpm, 11.73 m/s",2.124751629357682,0.0,1.0918573096539448,True,-25.68724478831031
6.0,0.3985953988285328,1.9041406173016984,2.1166912261024327,0.2898360887489649,0.4,0.3942093326808323,0.0,0.8238854890020143,3.0,0.15943815953141313,1.497639145048464,1.04,1.04,0.2033959233298535,0.5562385742157402,0.03,1.6482809976152195,1.3117190023847805,36.19228422315158,35.13411538868467,1.0581688344669122,0.07270542998307808,-0.05129831524506203,-0.07108244070970993,17.90724157765889,7.383707686656432,109.22922325285283,0.0,1.5159482578635035,3.850172823847092,-0.2374188294212486,2,one_per_bay,True,35+35+24+8,4,102,24,35,8,A40-12L-V4-kv410-direct,16x12E,11.056438394088453,2.0322719184729268,17.714164956356246,0.35304744794914616,8.858742545325994,11.516365308923792,11.707267843912929,89.66698159006306,91.38309963187595,11.676803020879465,0.2552059912346589,0.25520599206702715,0.2552059912346589,-8.323682298971846e-10,7.75,0.2552059912346589,0.2552059912346589,0.25520599206702715,-1.222400234919953e-06,81.07447428954806,0.0,122.66413259921897,2303.1716772759255,2049.7407779269174,13.666666666666666,True,"FLAG 16x12E: shaft power table 34.2 W vs similarity 28.7 W (16%) at 2480 rpm, 11.52 m/s; FLAG 16x12E: shaft power table 34.8 W vs similarity 29.3 W (16%) at 2525 rpm, 11.71 m/s",2.286131628039411,0.0,1.0985953988285329,True,-25.520599123465892
6.0,0.3985953988285328,1.9041406173016984,2.1187751163639588,0.2995403487905776,0.4,0.3942093326808323,0.0,0.3473437164404042,3.0,0.15943815953141313,1.497639145048464,1.04,1.04,0.20621379717596133,0.5639447765074004,0.03,1.6482809976152195,1.3117190023847805,36.225740303326866,35.13917465289669,1.0865656504301748,0.07270542998307808,-0.05134881862422931,-0.0711502867439156,17.920674936718097,7.378901149960803,109.10732295284474,0.0,1.5163410642984776,3.8501820192883733,-0.21926777956272625,2,one_per_bay,True,35+35+24+8,4,102,24,35,8,A40-12L-V4-kv410-direct,16x12E,11.059622847143162,2.0322719184729268,17.714164956356246,0.3565497383856672,8.860018192047912,11.518023649662286,11.708953674353456,89.71196360557302,91.43064584815036,11.67470506832232,0.2547843130492608,0.254784313928053,0.2547843130492608,-8.787922056718855e-10,7.75,0.2547843130492608,0.2547843130492608,0.254784313928053,-1.2905776074512453e-06,80.4552056841678,0.0,121.55151989992478,2303.1716772759255,2050.8468430403777,13.666666666666666,True,"FLAG 16x12E: shaft power table 34.2 W vs similarity 28.7 W (16%) at 2481 rpm, 11.52 m/s; FLAG 16x12E: shaft power table 34.9 W vs similarity 29.4 W (16%) at 2525 rpm, 11.71 m/s",2.288126972931773,0.0,1.0985953988285329,True,-25.47843130492608
6.0,0.3987457621278794,1.9455757370047884,2.1581421593889614,0.29213961160257446,0.4,0.40427305589338797,0.0,0.7926059122477275,3.0,0.15949830485115177,1.522597178615602,1.04,1.04,0.20405781537156262,0.5667826399154163,0.03,1.659381124227584,1.300618875772416,36.048861230829395,34.986142549556455,1.0627186812729381,0.07270542998307808,-0.05230288455432768,-0.07239587561308512,18.097769315598608,7.248540027182663,106.88905413900086,0.0,1.526458791465091,3.853521849799651,-0.03216866620149483,2,one_per_bay,True,36+36+24+8,4,104,24,36,8,A40-12L-V4-kv410-direct,16x12E,11.093847644409976,2.0390097043775954,17.655629555225165,0.34954029214305127,8.859043118490272,11.516756054037353,11.707665066263946,89.91465849873845,91.63968464463076,11.636433922396492,0.25460286438009777,0.2546028645072159,0.25460286438009777,-1.2711814934007748e-10,7.75,0.25460286438009777,0.25460286438009777,0.2546028645072159,-1.8668330918287729e-07,80.18873360144762,0.0,161.40147846517775,2348.3319062421215,2055.9208263227797,13.583333333333332,True,"FLAG 16x12E: shaft power table 34.3 W vs similarity 28.8 W (16%) at 2482 rpm, 11.52 m/s; FLAG 16x12E: shaft power table 34.9 W vs similarity 29.4 W (16%) at 2527 rpm, 11.71 m/s",2.326342880881264,0.0,1.0987457621278793,True,-25.460286438009778
6.0,0.3913944596832953,2.0,2.2171947823504543,0.3181129431992135,0.4,0.4209196733178996,0.0,0.1821587516235592,3.0,0.15655778387331812,1.563880789828391,1.04,1.04,0.21183045345095022,0.6223802732613762,0.03,1.6474099106979696,1.3125900893020304,36.97819482130169,35.816206919774636,1.1619879015270589,0.07270542998307808,-0.05373403333567567,-0.07426060192905212,18.134215194788787,7.086351714681885,104.92656169629909,0.0,1.5382496968598391,3.8415065624375826,-0.006490014075904341,2,one_per_bay,True,36+36+24+8,4,104,24,36,8,A40-12L-V4-kv410-direct,16x12E,11.076058971362148,2.0111132967162213,17.90053303251557,0.38652036239427034,8.913119396443113,11.587055215376047,11.779129550840238,89.98969098992045,91.74679787881689,11.718667861836318,0.25389765347396825,0.2538976536149107,0.25389765347396825,-1.40942424398105e-10,7.75,0.25389765347396825,0.25389765347396825,0.2538976536149107,-2.0698537799275757e-07,79.15307420653376,0.0,159.25698237098766,2348.3319062421215,2058.055780517423,13.583333333333332,True,"FLAG 16x12E: shaft power table 34.4 W vs similarity 28.7 W (16%) at 2488 rpm, 11.59 m/s; FLAG 16x12E: shaft power table 35.0 W vs similarity 29.4 W (16%) at 2533 rpm, 11.78 m/s",2.3823153803892336,0.0,1.0913944596832952,True,-25.389765347396825
6.0,0.3993162359017228,1.7556376151907256,1.974129816602567,0.3054109164223479,0.4,0.4313407669770313,0.0,0.4703411804577797,3.0,0.15972649436068914,1.5897251021030376,1.04,1.04,0.2079566867081293,0.5125252206226854,0.03,1.6897693539912138,1.2702306460087862,35.48470579327699,34.395491728298495,1.0892140649784954,0.07270542998307808,-0.047843319052834905,-0.06647938733561659,17.761664083769105,7.912259737294359,116.02134957881388,0.0,1.483898965864923,3.862587286000643,-0.2536447025631589,2,one_per_bay,True,36+36+24+8,4,104,24,36,8,A40-12L-V4-kv410-direct,16x12E,11.078824430071634,2.058010017121396,17.49262622654983,0.3157594081697105,8.812080605665892,11.455704787365661,11.645601775289508,90.01622185691498,91.72077756444928,11.596079281413491,0.2536519210894561,0.2536519212315818,0.2536519210894561,-1.421257000977505e-10,7.75,0.2536519210894561,0.2536519210894561,0.2536519212315818,-2.0872311429895993e-07,78.79219627563029,0.0,159.16139419496244,2348.3319062421215,2058.145113186098,13.583333333333332,True,"FLAG 16x12E: shaft power table 34.3 W vs similarity 28.8 W (16%) at 2478 rpm, 11.46 m/s; FLAG 16x12E: shaft power table 34.9 W vs similarity 29.5 W (15%) at 2523 rpm, 11.65 m/s",2.151869818360126,0.0,1.0993162359017228,True,-25.36519210894561
6.0,0.4006843693745693,1.8737017531813067,2.087566255220937,0.2916853362335965,0.4,0.4328229804533859,0.0,0.3970459246643361,3.0,0.16027374774982772,1.593400991524397,1.04,1.04,0.20392694353717497,0.5323312369313259,0.03,1.6965197586295826,1.2634802413704174,35.26497125415911,34.219104429188384,1.04586682497072,0.07270542998307808,-0.050592467401334114,-0.07013563203921686,18.056072429833428,7.478167905870712,109.58594173028048,0.0,1.5107104201150239,3.8662496169830596,-0.20858644792062445,2,one_per_bay,True,36+36+24+8,4,104,24,36,8,A40-12L-V4-kv410-direct,16x12E,11.115193582477815,2.065944874243051,17.42544075053802,0.33219609431223623,8.809566010347861,11.45243581345222,11.642278612802665,90.04805664170951,91.75158976959013,11.555000941331263,0.2533535419261432,0.253353542073293,0.2533535419261432,-1.4714984786223795e-10,7.75,0.2533535419261432,0.2533535419261432,0.253353542073293,-2.1610148265444202e-07,78.35400228140011,0.0,158.4030635654907,2348.3319062421215,2058.8984961497936,13.583333333333332,True,"FLAG 16x12E: shaft power table 34.3 W vs similarity 28.9 W (16%) at 2478 rpm, 11.45 m/s; FLAG 16x12E: shaft power table 34.9 W vs similarity 29.5 W (15%) at 2523 rpm, 11.64 m/s",2.2604863179903174,0.0,1.1006843693745694,True,-25.335354192614318
6.0,0.3989742166388629,1.9937557047260719,2.2054668557096866,0.29022574687192476,0.4,0.4256167801255025,0.0,0.7847180281454504,3.0,0.15958968665554518,1.5755296147112463,1.04,1.04,0.20350758541586622,0.5722423613391692,0.029999999999999995,1.6825030867851458,1.2774969132148541,35.6718952434437,34.621064407346026,1.0508308360976761,0.07270542998307807,-0.05344980535259999,-0.07387776051657603,18.28571611768016,7.094301565429272,104.2649808757674,0.0,1.5377656495047471,3.860290285975306,-0.10609887452486114,2,one_per_bay,True,36+36+24+8,4,104,24,36,8,A40-12L-V4-kv410-direct,16x12E,11.126279590430485,2.0528491261756736,17.536602929541974,0.3589497904632237,8.842026896979338,11.49463496607314,11.685177285193372,90.05204517341429,91.77259579044174,11.581724616629398,0.253315185429138,0.2533151855779116,0.253315185429138,-1.4877360454690347e-10,7.75,0.253315185429138,0.253315185429138,0.2533151855779116,-2.1848610100182073e-07,78.29767265556177,0.0,158.13014172509938,2348.3319062421215,2059.1714864226487,13.583333333333332,True,"FLAG 16x12E: shaft power table 34.3 W vs similarity 28.8 W (16%) at 2482 rpm, 11.49 m/s; FLAG 16x12E: shaft power table 35.0 W vs similarity 29.5 W (16%) at 2526 rpm, 11.69 m/s",2.372767276048246,0.0,1.098974216638863,True,-25.3315185429138
6.0,0.3976964554930459,1.831399607017767,2.049264382447055,0.3080170079911503,0.4249481727253117,0.414544130076679,0.0,1.0,3.0,0.1690003820611031,1.548069442590164,1.04,1.04,0.2087398767202607,0.5405616630916724,0.03,1.582267623510488,1.377732376489512,38.081344877582254,37.00157969391595,1.0797651836663038,0.07270542998307808,-0.049664216024940026,-0.06889376046044607,17.917993619843934,7.63020241357553,111.96926028210068,0.0,1.5007417376512007,3.855145587536385,-0.14964277871435008,2,one_per_bay,True,36+36+24+8,4,104,24,36,8,A40-12L-V4-kv410-direct,16x12E,11.092549804263529,2.054127915582794,17.525685585060625,0.33249209635303345,8.82586569744034,11.473625406672443,11.663819458084854,90.05581344738319,91.76879602863492,11.597814681901294,0.2532802888875898,0.25328028903652583,0.2532802888875898,-1.4893603017540613e-10,7.75,0.2532802888875898,0.2532802888875898,0.25328028903652583,-2.1872463620692244e-07,78.24642425484892,0.0,158.11763828650618,2348.3319062421215,2059.183091291902,13.583333333333332,True,"FLAG 16x12E: shaft power table 34.3 W vs similarity 28.8 W (16%) at 2480 rpm, 11.47 m/s; FLAG 16x12E: shaft power table 35.0 W vs similarity 29.5 W (16%) at 2525 rpm, 11.66 m/s",2.223283500450249,0.0,1.097696455493046,True,-25.32802888875898
