span_m,chord_m,tail_arm_m,elevator_frac,taper_ratio,taper_start_frac,washout_tip_deg,washout_start_frac,y_washout_m,tip_chord_m,y_taper_m,boom_spacing_m,boom_spacing_set_m,hstab_chord_m,hstab_span_each_m,tail_volume_h,tail_volume_v,aileron_y_inner_m,aileron_span_each_m,roll_rate_deg_s,roll_aileron_deg_s,roll_elevon_deg_s,cn_beta,cn_r,incidence_wing_deg,incidence_hstab_deg,n_packs,cells_per_string,one_string_per_bay,string_plan,n_strings,n_cells,inboard_cells,outboard_cells,hstab_cells,motor,prop,mass_kg,wing_area_m2,aspect_ratio,static_margin,v_stall,v_night,v_day,p_night_w,p_day_w,climb_ms,soc_min,morning_soc,next_morning_soc,morning_soc_change,morning_charge_hour,objective_soc,soc_end,soc_start,cycle_wh,margin_wh,unmet_wh,spilled_wh,solar_wh,propulsion_wh,battery_night_h,closed,reason,boom_length_m,fuselage_length_m,packing_ok,optimizer_score
6.0,0.391781152426787,1.1896046237273867,0.3425548483298606,0.4168723034471134,0.2309025977539103,0.0,0.1608261911808652,3.0,0.16332271145931934,1.54256042274366,2.21,2.21,0.09803329952821746,0.4411498478769786,0.14476514522098827,0.004721795694107663,1.6632519124954621,1.2967480875045378,35.80609695223248,33.9422089712031,1.8638879810293791,0.010406156017913032,-0.005882181938434747,3.838392642139059,-5.258025464353008,2,one_per_bay,True,51+22+22,3,95,51,22,0,A40-12L-V4-kv410-direct,16x12E,10.36261660007085,2.0177225409364534,17.84189811513524,0.08106192185780653,8.607149679653036,11.189294583548946,11.37477538790347,83.3628604453383,84.82625208314656,12.175793706449124,0.3078441672326068,0.30784416777551243,0.3078441672326068,-5.429056093575468e-10,7.75,0.3078441672326068,0.3078441672326068,0.30784416777551243,-7.973009067152892e-07,158.37790370275061,0.0,119.92439516156371,2145.1108758942455,1895.952313581942,13.583333333333332,True,"FLAG 16x12E: shaft power table 31.5 W vs similarity 26.3 W (17%) at 2410 rpm, 11.19 m/s; FLAG 16x12E: shaft power table 32.0 W vs similarity 26.8 W (16%) at 2451 rpm, 11.37 m/s",0.9594141772015422,1.0917811524267869,True,-30.784416723260684
6.0,0.396781152426787,1.1896046237273867,0.3425548483298606,0.4168723034471134,0.2309025977539103,0.0,0.1608261911808652,3.0,0.1654070729765549,1.54256042274366,2.21,2.21,0.09944495582879487,0.4475023012295769,0.14523366549613032,0.0047975330475969495,1.6841533265098318,1.2758466734901681,35.11560958611979,33.228060502190786,1.887549083929005,0.010739117521490522,-0.0059765318259818664,3.8499267420071934,-5.207291896796423,2,one_per_bay,True,51+22+22,3,95,51,22,0,A40-12L-V4-kv410-direct,16x12E,10.399096857461391,2.043473174018701,17.6170651309321,0.08111889757981576,8.567787853774044,11.138124209906259,11.322756781872988,83.57941502016388,85.03423764060229,12.081195803976838,0.30589839331596097,0.3058983940681716,0.30589839331596097,-7.522106271196094e-10,7.75,0.30589839331596097,0.30589839331596097,0.3058983940681716,-1.104682295975994e-06,155.52037694070347,0.0,114.91244922518784,2145.1108758942455,1900.9391275617859,13.666666666666666,True,"FLAG 16x12E: shaft power table 31.6 W vs similarity 26.4 W (16%) at 2408 rpm, 11.14 m/s; FLAG 16x12E: shaft power table 32.0 W vs similarity 26.9 W (16%) at 2449 rpm, 11.32 m/s",0.9565968342798119,1.096781152426787,True,-30.589839331596096
6.0,0.3902854446934607,1.151140510239289,0.3371950444734689,0.4562325250197298,0.2381536328218874,0.0,1.0,3.0,0.17806091391094567,1.5563011341974766,2.21,2.21,0.10028284986046822,0.45127282437210703,0.14508507400463821,0.00473987400065552,1.6025933457575454,1.3574066542424545,37.15398439724137,35.29073727016801,1.8632471270733646,0.010725946968162786,-0.005713783132321683,3.8434416785320282,-5.236535282018743,2,one_per_bay,True,51+22+22,3,95,51,22,0,A40-12L-V4-kv410-direct,16x12E,10.37070945772682,2.0353243537745747,17.687598506467452,0.0812535892241705,8.573196585225332,11.145155560792933,11.329904688866787,83.66281958766581,85.1224437008246,12.12074439569886,0.3051169957172373,0.3051169965554308,0.3051169957172373,-8.381934590850904e-10,7.75,0.3051169957172373,0.3051169957172373,0.3051169965554308,-1.2309550562982729e-06,154.37283121041574,0.0,112.85005997611057,2145.1108758942455,1902.9904526066289,13.666666666666666,True,"FLAG 16x12E: shaft power table 31.6 W vs similarity 26.4 W (16%) at 2409 rpm, 11.15 m/s; FLAG 16x12E: shaft power table 32.1 W vs similarity 26.9 W (16%) at 2450 rpm, 11.33 m/s",0.9242751725725751,1.0902854446934607,True,-30.51169957172373
6.0,0.3921984474483446,1.3310621563501273,0.2672912492144511,0.4330779558939587,0.294796318298539,0.0,0.2386907641314116,3.0,0.16985250192571325,1.6636390231757314,2.21,2.21,0.09440014041682579,0.42480063187571615,0.14546371304087893,0.004807589531424206,1.6181884625707594,1.3418115374292405,37.28266885696332,35.79543235395637,1.487236503006944,0.010041507687767648,-0.006701227081219141,3.8536481093919566,-5.333085516603917,2,one_per_bay,True,51+23+23,3,97,51,23,0,A40-12L-V4-kv410-direct,16x12E,10.505704774432948,2.0560562397385285,17.509248679198663,0.08330697312337135,8.585200940291474,11.160761222378916,11.345769039742061,83.96919219729898,85.44527157983501,11.978467826878173,0.3039789600189476,0.3039789601409272,0.3039789600189476,-1.219795930929024e-10,7.75,0.3039789600189476,0.3039789600189476,0.3039789601409272,-1.7913692269420497e-07,152.70153351431253,0.0,150.13264602630662,2190.2711048604406,1910.6364396366,13.583333333333332,True,"FLAG 16x12E: shaft power table 31.8 W vs similarity 26.5 W (16%) at 2412 rpm, 11.16 m/s; FLAG 16x12E: shaft power table 32.2 W vs similarity 27.1 W (16%) at 2454 rpm, 11.35 m/s",1.098899070647032,1.0921984474483446,True,-30.397896001894757
6.0,0.3922174902775234,1.4182426130285968,0.2866737082724169,0.4,0.3169617779339423,0.0,0.0492641452167455,3.0,0.15688699611100937,1.6636362220397598,2.087001474330383,2.087001474330383,0.09083938524902276,0.40877723362060236,0.14514873866336678,0.004783428006801751,1.6944554707131005,1.2655445292868994,35.46689112970329,34.07172129197845,1.3951698377248454,0.009511627162754317,-0.007104252522528317,3.8531561992244114,-5.409446327997481,2,one_per_bay,True,48+24+24,3,96,48,24,0,A40-12L-V4-kv410-direct,16x12E,10.516566415810892,2.0388177934115275,17.6572914540645,0.08390659563229877,8.625874597057273,11.213636976174454,11.399521295382426,83.89016301690428,85.3707164273665,12.01824175941458,0.3038110890005789,0.30381108934599005,0.3038110890005789,-3.454111441314467e-10,7.75,0.3038110890005789,0.3038110890005789,0.30381108934599005,-5.072642714660131e-07,152.45500131267448,0.0,129.5075431457436,2167.6909903773435,1908.7863437646897,13.583333333333332,True,"FLAG 16x12E: shaft power table 31.7 W vs similarity 26.5 W (17%) at 2416 rpm, 11.21 m/s; FLAG 16x12E: shaft power table 32.2 W vs similarity 27.0 W (16%) at 2457 rpm, 11.40 m/s",1.1831341163995908,1.0922174902775232,True,-30.38110890005789
6.0,0.391262559445358,1.301687011718476,0.3457425084544941,0.4793870941455008,0.2940116648869728,0.0,1.0,3.0,0.18756622142044144,1.6621521049608134,2.21,2.21,0.09611816754104772,0.4325317539347147,0.14581254228043738,0.004829537002452312,1.684265486842464,1.275734513157536,35.327038853916264,33.6458665557449,1.681172298171363,0.010308186292030841,-0.006583255145978652,3.8599702832275478,-5.313597090897042,2,one_per_bay,True,51+24+24,3,99,51,24,0,A40-12L-V4-kv410-direct,16x12E,10.535349709100293,2.0750606396183224,17.348890587901895,0.08358077657311815,8.557845565138036,11.125199234679448,11.309617554104744,84.2167809061266,85.6886279048392,11.908599240854825,0.30340226541373383,0.3034022654343927,0.30340226541373383,-2.065886350877122e-11,7.666666666666667,0.30340226541373383,0.30340226541373383,0.3034022654343927,-3.033921610561773e-08,151.8546107275341,0.0,189.17958206351696,2235.431333826635,1916.5344813169506,13.583333333333332,True,"FLAG 16x12E: shaft power table 31.9 W vs similarity 26.7 W (16%) at 2412 rpm, 11.13 m/s; FLAG 16x12E: shaft power table 32.3 W vs similarity 27.2 W (16%) at 2453 rpm, 11.31 m/s",1.0719412553866579,1.091262559445358,True,-30.340226541373383
6.0,0.3920292733718526,1.2735007512220329,0.3227807082597156,0.4330779558939587,0.3229257669303048,0.0,0.8608261911808652,3.0,0.16977923636247585,1.7074347883952905,2.1819099044885433,2.1819099044885433,0.09692862849296169,0.4361788282183276,0.1456258886042628,0.00482861350781422,1.63529268381106,1.32470731618894,37.2385569469431,35.54680278351248,1.6917541634306137,0.010422885840279741,-0.006439472137550597,3.8578467225534085,-5.302931933542057,2,one_per_bay,True,48+24+24,3,96,48,24,0,A40-12L-V4-kv410-direct,16x12E,10.48245468820881,2.0649029741149363,17.434233206734767,0.08313279033886062,8.55730546880473,11.12449710944615,11.308903790000734,83.96159478309771,85.42429906633585,11.96950347386192,0.3031428583176017,0.30314285869832014,0.3031428583176017,-3.807184567605759e-10,7.75,0.3031428583176017,0.3031428583176017,0.30314285869832014,-5.591159228169674e-07,151.47365037385623,0.0,127.96970521187919,2167.6909903773435,1910.3147777447489,13.583333333333332,True,"FLAG 16x12E: shaft power table 31.8 W vs similarity 26.6 W (16%) at 2410 rpm, 11.12 m/s; FLAG 16x12E: shaft power table 32.2 W vs similarity 27.1 W (16%) at 2451 rpm, 11.31 m/s",1.0436936276281346,1.0920292733718526,True,-30.314285831760166
6.0,0.3920958950370487,1.383836571426504,0.3305807810147168,0.479664157408395,0.2824153301211616,0.0,0.1608261911808652,3.0,0.18807434711623647,1.6129822680762431,2.134204672577663,2.134204672577663,0.09298439293905646,0.41842976822575406,0.14571202734970481,0.004817686650507469,1.6710214732384694,1.2889785267615306,35.23991255164341,33.75093948046237,1.4889730711810343,0.00983325523389379,-0.006981551904837855,3.8577986257398083,-5.365372641354575,2,one_per_bay,True,48+24+24,3,96,48,24,0,A40-12L-V4-kv410-direct,16x12E,10.543914760490335,2.0695938655615933,17.39471719502379,0.08416577247542059,8.572623337017184,11.14441033812234,11.329147112915177,84.00572669181295,85.47729582003599,11.918898561056999,0.30272888112474655,0.30272888153129485,0.30272888112474655,-4.0654829502884127e-10,7.75,0.30272888112474655,0.30272888112474655,0.30272888153129485,-5.97049134625126e-07,150.86569130043014,0.0,126.81297753314632,2167.6909903773435,1911.466285689169,13.583333333333332,True,"FLAG 16x12E: shaft power table 31.8 W vs similarity 26.6 W (16%) at 2411 rpm, 11.14 m/s; FLAG 16x12E: shaft power table 32.2 W vs similarity 27.1 W (16%) at 2453 rpm, 11.33 m/s",1.1507492543569946,1.0920958950370487,True,-30.272888112474654
6.0,0.3915642810050715,1.2989407566142588,0.3191056797548601,0.4330779558939587,0.369814446612643,0.0,0.8608261911808652,3.0,0.16957785841876402,1.7762950890233067,2.1163663482951445,2.1163663482951445,0.09656780432746628,0.4345551194735983,0.14586185355198836,0.004858270035931896,1.6615460070721983,1.2984539929278016,36.933431998425284,35.320346839310794,1.61308515911449,0.01042757830343076,-0.006608450056816692,3.86423446650569,-5.32850527402531,2,one_per_bay,True,48+25+25,3,98,48,25,0,A40-12L-V4-kv410-direct,16x12E,10.530579803790097,2.077739810541417,17.326519816077997,0.0838968148735582,8.550390005468348,11.115507007108853,11.299764662056836,84.23833279228427,85.70733017427106,11.904400412884483,0.30234344016467823,0.30234344022176984,0.30234344016467823,-5.709160921796297e-11,7.666666666666667,0.30234344016467823,0.30234344016467823,0.30234344022176984,-8.384365718597467e-08,150.29963999860007,0.0,166.1962828285666,2212.851219343537,1917.0220430771967,13.583333333333332,True,"FLAG 16x12E: shaft power table 31.9 W vs similarity 26.7 W (16%) at 2411 rpm, 11.12 m/s; FLAG 16x12E: shaft power table 32.3 W vs similarity 27.2 W (16%) at 2452 rpm, 11.30 m/s",1.0697321410543887,1.0915642810050714,True,-30.234344016467823
6.0,0.401781152426787,1.1896046237273867,0.3425548483298606,0.4168723034471134,0.2309025977539103,0.0,0.1608261911808652,3.0,0.16749143449379048,1.54256042274366,2.21,2.21,0.10086144908352825,0.45387652087587704,0.1457052282713766,0.004873762228053204,1.584534521646292,1.375465478353708,37.65070413324133,35.73787105309253,1.9128330801487918,0.01109054373493327,-0.006071494407488943,3.861506811128695,-5.158299997226819,2,one_per_bay,True,51+23+23,3,97,51,23,0,A40-12L-V4-kv410-direct,16x12E,10.45162620690714,2.0692238071009488,17.397828053427045,0.08120427052699662,8.53578690761529,11.096522979899877,11.280465943639197,84.14846432199796,85.60739949259091,11.976172295942138,0.302300325891131,0.3023003260406913,0.302300325891131,-1.4956030858215286e-10,7.75,0.302300325891131,0.302300325891131,0.3023003260406913,-2.1964143966439812e-07,150.23632319214403,0.0,145.98264905229428,2190.2711048604406,1914.760385088288,13.583333333333332,True,"FLAG 16x12E: shaft power table 31.8 W vs similarity 26.7 W (16%) at 2409 rpm, 11.10 m/s; FLAG 16x12E: shaft power table 32.3 W vs similarity 27.2 W (16%) at 2450 rpm, 11.28 m/s",0.9537831190736984,1.101781152426787,True,-30.230032589113097
